========================================================================
  CRUISE-ONLY BATCH RUN #20
========================================================================
  cruise_altitude_m      : 59.80
  cruise_speed_mach      : 2.6050
  cruise_speed_mps       : 886.45
  sea_state              : 7
  radar_altimeter_bias_m : 1.7575
  air_temp_c             : -7.02
  termination            : reached_target
  total_steps            : 2257
========================================================================

       t_s             x_m         z_m            vx          vz      mach
------------------------------------------------------------------------
    0.0000     -19991.1355     61.5562      886.4495     -0.3981    2.6050
    0.0100     -19982.2710     61.5532      886.4495     -0.1986    2.6050
    0.0200     -19973.4065     61.5493      886.4495     -0.5967    2.6050
    0.0300     -19964.5420     61.5443      886.4495     -0.3948    2.6050
    0.0400     -19955.6775     61.5384      886.4495     -0.7916    2.6050
    0.0500     -19946.8130     61.5315      886.4495     -0.5897    2.6050
    0.0600     -19937.9485     61.5237      886.4495     -0.9718    2.6050
    0.0700     -19929.0840     61.5149      886.4495     -0.7699    2.6050
    0.0800     -19920.2195     61.5054      886.4495     -1.1381    2.6050
    0.0900     -19911.3551     61.4950      886.4495     -0.9362    2.6050
    0.1000     -19902.4906     61.4839      886.4495     -1.2912    2.6050
    0.1100     -19893.6261     61.4720      886.4495     -1.0893    2.6050
    0.1200     -19884.7616     61.4594      886.4495     -1.4318    2.6050
    0.1300     -19875.8971     61.4461      886.4495     -1.2299    2.6050
    0.1400     -19867.0326     61.4321      886.4495     -1.5605    2.6050
    0.1500     -19858.1681     61.4175      886.4494     -1.3586    2.6050
    0.1600     -19849.3036     61.4024      886.4494     -1.6780    2.6050
    0.1700     -19840.4391     61.3866      886.4494     -1.4761    2.6050
    0.1800     -19831.5746     61.3703      886.4494     -1.7848    2.6050
    0.1900     -19822.7101     61.3534      886.4494     -1.5829    2.6050
    0.2000     -19813.8456     61.3361      886.4494     -1.8817    2.6050
    0.2100     -19804.9811     61.3183      886.4494     -1.6798    2.6050
    0.2200     -19796.1166     61.3001      886.4494     -1.9690    2.6050
    0.2300     -19787.2521     61.2814      886.4494     -1.7671    2.6050
    0.2400     -19778.3876     61.2623      886.4494     -2.0474    2.6050
    0.2500     -19769.5231     61.2428      886.4494     -1.8455    2.6050
    0.2600     -19760.6586     61.2230      886.4494     -2.1173    2.6050
    0.2700     -19751.7942     61.2029      886.4494     -1.9154    2.6050
    0.2800     -19742.9297     61.1824      886.4494     -2.1792    2.6050
    0.2900     -19734.0652     61.1616      886.4494     -1.9773    2.6050
    0.3000     -19725.2007     61.1406      886.4494     -2.2336    2.6050
    0.3100     -19716.3362     61.1192      886.4494     -2.0317    2.6050
    0.3200     -19707.4717     61.0977      886.4494     -2.2810    2.6050
    0.3300     -19698.6072     61.0759      886.4494     -2.0791    2.6050
    0.3400     -19689.7427     61.0539      886.4494     -2.3217    2.6050
    0.3500     -19680.8782     61.0317      886.4494     -2.1198    2.6050
    0.3600     -19672.0137     61.0093      886.4494     -2.3561    2.6050
    0.3700     -19663.1492     60.9867      886.4494     -2.1542    2.6050
    0.3800     -19654.2847     60.9640      886.4493     -2.3846    2.6050
    0.3900     -19645.4202     60.9412      886.4493     -2.1827    2.6050
    0.4000     -19636.5557     60.9182      886.4493     -2.4077    2.6050
    0.4100     -19627.6912     60.8952      886.4493     -2.2058    2.6050
    0.4200     -19618.8267     60.8720      886.4493     -2.4255    2.6050
    0.4300     -19609.9623     60.8488      886.4493     -2.2236    2.6050
    0.4400     -19601.0978     60.8255      886.4493     -2.4386    2.6050
    0.4500     -19592.2333     60.8021      886.4493     -2.2367    2.6050
    0.4600     -19583.3688     60.7787      886.4493     -2.4471    2.6050
    0.4700     -19574.5043     60.7552      886.4493     -2.2452    2.6050
    0.4800     -19565.6398     60.7317      886.4493     -2.4513    2.6050
    0.4900     -19556.7753     60.7082      886.4493     -2.2494    2.6050
    0.5000     -19547.9108     60.6847      886.4493     -2.4517    2.6050
    0.5100     -19539.0463     60.6612      886.4493     -2.2498    2.6050
    0.5200     -19530.1818     60.6377      886.4493     -2.4484    2.6050
    0.5300     -19521.3173     60.6142      886.4493     -2.2465    2.6050
    0.5400     -19512.4528     60.5908      886.4493     -2.4416    2.6050
    0.5500     -19503.5883     60.5674      886.4493     -2.2397    2.6050
    0.5600     -19494.7238     60.5440      886.4492     -2.4317    2.6050
    0.5700     -19485.8594     60.5207      886.4492     -2.2298    2.6050
    0.5800     -19476.9949     60.4975      886.4492     -2.4189    2.6050
    0.5900     -19468.1304     60.4743      886.4492     -2.2170    2.6050
    0.6000     -19459.2659     60.4512      886.4492     -2.4033    2.6050
    0.6100     -19450.4014     60.4282      886.4492     -2.2014    2.6050
    0.6200     -19441.5369     60.4053      886.4492     -2.3852    2.6050
    0.6300     -19432.6724     60.3824      886.4492     -2.1833    2.6050
    0.6400     -19423.8079     60.3597      886.4492     -2.3648    2.6050
    0.6500     -19414.9434     60.3370      886.4492     -2.1629    2.6050
    0.6600     -19406.0789     60.3145      886.4492     -2.3423    2.6050
    0.6700     -19397.2144     60.2921      886.4492     -2.1404    2.6050
    0.6800     -19388.3499     60.2698      886.4492     -2.3179    2.6050
    0.6900     -19379.4855     60.2476      886.4492     -2.1160    2.6050
    0.7000     -19370.6210     60.2256      886.4492     -2.2917    2.6050
    0.7100     -19361.7565     60.2037      886.4492     -2.0898    2.6050
    0.7200     -19352.8920     60.1819      886.4492     -2.2638    2.6050
    0.7300     -19344.0275     60.1603      886.4492     -2.0619    2.6050
    0.7400     -19335.1630     60.1388      886.4492     -2.2345    2.6050
    0.7500     -19326.2985     60.1175      886.4491     -2.0326    2.6050
    0.7600     -19317.4340     60.0963      886.4491     -2.2039    2.6050
    0.7700     -19308.5695     60.0753      886.4491     -2.0020    2.6050
    0.7800     -19299.7050     60.0544      886.4491     -2.1721    2.6050
    0.7900     -19290.8405     60.0337      886.4491     -1.9702    2.6050
    0.8000     -19281.9760     60.0131      886.4491     -2.1392    2.6050
    0.8100     -19273.1116     59.9927      886.4491     -1.9373    2.6050
    0.8200     -19264.2471     59.9725      886.4491     -2.1054    2.6050
    0.8300     -19255.3826     59.9525      886.4491     -1.9035    2.6050
    0.8400     -19246.5181     59.9326      886.4491     -2.0708    2.6050
    0.8500     -19237.6536     59.9129      886.4491     -1.8689    2.6050
    0.8600     -19228.7891     59.8934      886.4491     -2.0354    2.6050
    0.8700     -19219.9246     59.8741      886.4491     -1.8335    2.6050
    0.8800     -19211.0601     59.8549      886.4491     -1.9995    2.6050
    0.8900     -19202.1956     59.8359      886.4491     -1.7976    2.6050
    0.9000     -19193.3311     59.8171      886.4491     -1.9630    2.6050
    0.9100     -19184.4666     59.7985      886.4491     -1.7611    2.6050
    0.9200     -19175.6022     59.7800      886.4491     -1.9260    2.6050
    0.9300     -19166.7377     59.7618      886.4491     -1.7241    2.6050
    0.9400     -19157.8732     59.7437      886.4491     -1.8887    2.6050
    0.9500     -19149.0087     59.7258      886.4491     -1.6868    2.6050
    0.9600     -19140.1442     59.7082      886.4491     -1.8512    2.6050
    0.9700     -19131.2797     59.6907      886.4491     -1.6493    2.6050
    0.9800     -19122.4152     59.6733      886.4491     -1.8134    2.6050
