========================================================================
  CRUISE-ONLY BATCH RUN #19
========================================================================
  cruise_altitude_m      : 37.85
  cruise_speed_mach      : 1.8217
  cruise_speed_mps       : 619.92
  sea_state              : 3
  radar_altimeter_bias_m : -0.1557
  air_temp_c             : -1.61
  termination            : reached_target
  total_steps            : 3227
========================================================================

       t_s             x_m         z_m            vx          vz      mach
------------------------------------------------------------------------
    0.0000     -19993.8008     37.6937      619.9208      0.0999    1.8217
    0.0100     -19987.6016     37.6938      619.9208     -0.0935    1.8217
    0.0200     -19981.4024     37.6934      619.9208      0.0186    1.8217
    0.0300     -19975.2032     37.6926      619.9208     -0.1810    1.8217
    0.0400     -19969.0040     37.6914      619.9208     -0.0563    1.8217
    0.0500     -19962.8048     37.6898      619.9208     -0.2628    1.8217
    0.0600     -19956.6055     37.6879      619.9208     -0.1251    1.8217
    0.0700     -19950.4063     37.6855      619.9208     -0.3393    1.8217
    0.0800     -19944.2071     37.6829      619.9208     -0.1880    1.8217
    0.0900     -19938.0079     37.6799      619.9208     -0.4107    1.8217
    0.1000     -19931.8087     37.6766      619.9208     -0.2453    1.8217
    0.1100     -19925.6095     37.6730      619.9208     -0.4773    1.8217
    0.1200     -19919.4103     37.6692      619.9208     -0.2973    1.8217
    0.1300     -19913.2111     37.6650      619.9208     -0.5395    1.8217
    0.1400     -19907.0119     37.6605      619.9208     -0.3442    1.8217
    0.1500     -19900.8127     37.6558      619.9208     -0.5974    1.8217
    0.1600     -19894.6135     37.6509      619.9208     -0.3955    1.8217
    0.1700     -19888.4143     37.6456      619.9208     -0.6507    1.8217
    0.1800     -19882.2151     37.6401      619.9208     -0.4488    1.8217
    0.1900     -19876.0158     37.6344      619.9208     -0.6993    1.8217
    0.2000     -19869.8166     37.6284      619.9208     -0.4974    1.8217
    0.2100     -19863.6174     37.6222      619.9208     -0.7434    1.8217
    0.2200     -19857.4182     37.6158      619.9208     -0.5415    1.8217
    0.2300     -19851.2190     37.6092      619.9208     -0.7832    1.8217
    0.2400     -19845.0198     37.6024      619.9208     -0.5813    1.8217
    0.2500     -19838.8206     37.5954      619.9208     -0.8189    1.8217
    0.2600     -19832.6214     37.5882      619.9208     -0.6170    1.8217
    0.2700     -19826.4222     37.5808      619.9208     -0.8509    1.8217
    0.2800     -19820.2230     37.5733      619.9208     -0.6490    1.8217
    0.2900     -19814.0238     37.5657      619.9208     -0.8793    1.8217
    0.3000     -19807.8246     37.5579      619.9208     -0.6774    1.8217
    0.3100     -19801.6253     37.5500      619.9208     -0.9043    1.8217
    0.3200     -19795.4261     37.5420      619.9208     -0.7024    1.8217
    0.3300     -19789.2269     37.5338      619.9208     -0.9261    1.8217
    0.3400     -19783.0277     37.5256      619.9208     -0.7242    1.8217
    0.3500     -19776.8285     37.5172      619.9208     -0.9449    1.8217
    0.3600     -19770.6293     37.5088      619.9208     -0.7430    1.8217
    0.3700     -19764.4301     37.5003      619.9208     -0.9609    1.8217
    0.3800     -19758.2309     37.4917      619.9208     -0.7590    1.8217
    0.3900     -19752.0317     37.4830      619.9208     -0.9743    1.8217
    0.4000     -19745.8325     37.4743      619.9208     -0.7724    1.8217
    0.4100     -19739.6333     37.4655      619.9208     -0.9852    1.8217
    0.4200     -19733.4341     37.4566      619.9208     -0.7833    1.8217
    0.4300     -19727.2349     37.4478      619.9208     -0.9938    1.8217
    0.4400     -19721.0357     37.4388      619.9208     -0.7919    1.8217
    0.4500     -19714.8364     37.4299      619.9208     -1.0002    1.8217
    0.4600     -19708.6372     37.4209      619.9208     -0.7983    1.8217
    0.4700     -19702.4380     37.4119      619.9208     -1.0045    1.8217
    0.4800     -19696.2388     37.4028      619.9208     -0.8026    1.8217
    0.4900     -19690.0396     37.3938      619.9208     -1.0070    1.8217
    0.5000     -19683.8404     37.3847      619.9207     -0.8051    1.8217
    0.5100     -19677.6412     37.3756      619.9207     -1.0077    1.8217
    0.5200     -19671.4420     37.3666      619.9207     -0.8058    1.8217
    0.5300     -19665.2428     37.3575      619.9207     -1.0067    1.8217
    0.5400     -19659.0436     37.3485      619.9207     -0.8048    1.8217
    0.5500     -19652.8444     37.3394      619.9207     -1.0042    1.8217
    0.5600     -19646.6452     37.3304      619.9207     -0.8023    1.8217
    0.5700     -19640.4460     37.3214      619.9207     -1.0003    1.8217
    0.5800     -19634.2467     37.3124      619.9207     -0.7984    1.8217
    0.5900     -19628.0475     37.3034      619.9207     -0.9950    1.8217
    0.6000     -19621.8483     37.2945      619.9207     -0.7931    1.8217
    0.6100     -19615.6491     37.2856      619.9207     -0.9886    1.8217
    0.6200     -19609.4499     37.2767      619.9207     -0.7867    1.8217
    0.6300     -19603.2507     37.2678      619.9207     -0.9810    1.8217
    0.6400     -19597.0515     37.2590      619.9207     -0.7791    1.8217
    0.6500     -19590.8523     37.2503      619.9207     -0.9723    1.8217
    0.6600     -19584.6531     37.2416      619.9207     -0.7704    1.8217
    0.6700     -19578.4539     37.2329      619.9207     -0.9627    1.8217
    0.6800     -19572.2547     37.2243      619.9207     -0.7608    1.8217
    0.6900     -19566.0555     37.2157      619.9207     -0.9523    1.8217
    0.7000     -19559.8563     37.2072      619.9207     -0.7504    1.8217
    0.7100     -19553.6571     37.1988      619.9207     -0.9410    1.8217
    0.7200     -19547.4578     37.1904      619.9207     -0.7391    1.8217
    0.7300     -19541.2586     37.1820      619.9207     -0.9290    1.8217
    0.7400     -19535.0594     37.1737      619.9207     -0.7271    1.8217
    0.7500     -19528.8602     37.1655      619.9207     -0.9164    1.8217
    0.7600     -19522.6610     37.1574      619.9207     -0.7145    1.8217
    0.7700     -19516.4618     37.1493      619.9207     -0.9031    1.8217
    0.7800     -19510.2626     37.1413      619.9207     -0.7012    1.8217
    0.7900     -19504.0634     37.1333      619.9207     -0.8893    1.8217
    0.8000     -19497.8642     37.1254      619.9207     -0.6874    1.8217
    0.8100     -19491.6650     37.1176      619.9207     -0.8751    1.8217
    0.8200     -19485.4658     37.1099      619.9207     -0.6732    1.8217
    0.8300     -19479.2666     37.1022      619.9207     -0.8604    1.8217
    0.8400     -19473.0674     37.0946      619.9207     -0.6585    1.8217
    0.8500     -19466.8681     37.0871      619.9207     -0.8453    1.8217
    0.8600     -19460.6689     37.0796      619.9207     -0.6434    1.8217
    0.8700     -19454.4697     37.0723      619.9207     -0.8299    1.8217
    0.8800     -19448.2705     37.0650      619.9207     -0.6280    1.8217
    0.8900     -19442.0713     37.0578      619.9207     -0.8143    1.8217
    0.9000     -19435.8721     37.0506      619.9207     -0.6124    1.8217
    0.9100     -19429.6729     37.0436      619.9207     -0.7984    1.8217
    0.9200     -19423.4737     37.0366      619.9207     -0.5965    1.8217
    0.9300     -19417.2745     37.0297      619.9207     -0.7823    1.8217
    0.9400     -19411.0753     37.0229      619.9207     -0.5804    1.8217
    0.9500     -19404.8761     37.0162      619.9207     -0.7660    1.8217
    0.9600     -19398.6769     37.0095      619.9207     -0.5641    1.8217
    0.9700     -19392.4777     37.0030      619.9207     -0.7496    1.8217
    0.9800     -19386.2785     36.9965      619.9207     -0.5477    1.8217
    0.9900     -19380.0793     36.9901      619.9207     -0.7331    1.8217
    1.0000     -19373.8800     36.9837      619.9207     -0.5312    1.8217
    1.0100     -19367.6808     36.9775      619.9207     -0.7166    1.8217
    1.0200     -19361.4816     36.9713      619.9207     -0.5147    1.8217
    1.0300     -19355.2824     36.9653      619.9207     -0.7000    1.8217
    1.0400     -19349.0832     36.9593      619.9207     -0.4981    1.8217
    1.0500     -19342.8840     36.9534      619.9207     -0.6834    1.8217
    1.0600     -19336.6848     36.9476      619.9207     -0.4815    1.8217
    1.0700     -19330.4856     36.9418      619.9207     -0.6668    1.8217
    1.0800     -19324.2864     36.9361      619.9207     -0.4649    1.8217
    1.0900     -19318.0872     36.9306      619.9207     -0.6503    1.8217
    1.1000     -19311.8880     36.9251      619.9207     -0.4484    1.8217
    1.1100     -19305.6888     36.9197      619.9207     -0.6338    1.8217
    1.1200     -19299.4896     36.9143      619.9207     -0.4319    1.8217
    1.1300     -19293.2904     36.9091      619.9207     -0.6174    1.8217
    1.1400     -19287.0911     36.9039      619.9207     -0.4155    1.8217
    1.1500     -19280.8919     36.8988      619.9207     -0.6012    1.8217
    1.1600     -19274.6927     36.8938      619.9207     -0.3993    1.8217
    1.1700     -19268.4935     36.8889      619.9207     -0.5850    1.8217
    1.1800     -19262.2943     36.8841      619.9207     -0.3831    1.8217
    1.1900     -19256.0951     36.8793      619.9207     -0.5690    1.8217
    1.2000     -19249.8959     36.8746      619.9207     -0.3671    1.8217
    1.2100     -19243.6967     36.8700      619.9207     -0.5531    1.8217
    1.2200     -19237.4975     36.8655      619.9207     -0.3512    1.8217
    1.2300     -19231.2983     36.8611      619.9207     -0.5373    1.8217
    1.2400     -19225.0991     36.8567      619.9207     -0.3354    1.8217
    1.2500     -19218.8999     36.8524      619.9207     -0.5218    1.8217
    1.2600     -19212.7007     36.8482      619.9207     -0.3199    1.8217
    1.2700     -19206.5015     36.8441      619.9207     -0.5064    1.8217
    1.2800     -19200.3022     36.8400      619.9207     -0.3045    1.8217
    1.2900     -19194.1030     36.8361      619.9207     -0.4913    1.8217
    1.3000     -19187.9038     36.8321      619.9207     -0.2894    1.8217
    1.3100     -19181.7046     36.8283      619.9207     -0.4763    1.8217
    1.3200     -19175.5054     36.8246      619.9207     -0.2744    1.8217
    1.3300     -19169.3062     36.8209      619.9207     -0.4615    1.8217
    1.3400     -19163.1070     36.8173      619.9207     -0.2596    1.8217
    1.3500     -19156.9078     36.8137      619.9207     -0.4470    1.8217
    1.3600     -19150.7086     36.8103      619.9207     -0.2451    1.8217
    1.3700     -19144.5094     36.8069      619.9207     -0.4327    1.8217
    1.3800     -19138.3102     36.8036      619.9207     -0.2308    1.8217
    1.3900     -19132.1110     36.8003      619.9207     -0.4186    1.8217
    1.4000     -19125.9118     36.7972      619.9207     -0.2167    1.8217
    1.4100     -19119.7126     36.7941      619.9207     -0.4047    1.8217
    1.4200     -19113.5134     36.7910      619.9207     -0.2028    1.8217
    1.4300     -19107.3141     36.7880      619.9207     -0.3911    1.8217
    1.4400     -19101.1149     36.7851      619.9207     -0.1892    1.8217
    1.4500     -19094.9157     36.7823      619.9207     -0.3778    1.8217
    1.4600     -19088.7165     36.7795      619.9207     -0.1759    1.8217
    1.4700     -19082.5173     36.7768      619.9207     -0.3647    1.8217
    1.4800     -19076.3181     36.7742      619.9207     -0.1628    1.8217
    1.4900     -19070.1189     36.7716      619.9207     -0.3518    1.8217
    1.5000     -19063.9197     36.7691      619.9207     -0.1499    1.8217
    1.5100     -19057.7205     36.7667      619.9207     -0.3392    1.8217
    1.5200     -19051.5213     36.7643      619.9207     -0.1373    1.8217
    1.5300     -19045.3221     36.7620      619.9207     -0.3268    1.8217
    1.5400     -19039.1229     36.7597      619.9207     -0.1249    1.8217
    1.5500     -19032.9237     36.7575      619.9207     -0.3147    1.8217
    1.5600     -19026.7245     36.7554      619.9207     -0.1128    1.8217
    1.5700     -19020.5252     36.7533      619.9207     -0.3029    1.8217
    1.5800     -19014.3260     36.7513      619.9207     -0.1010    1.8217
    1.5900     -19008.1268     36.7493      619.9207     -0.2913    1.8217
    1.6000     -19001.9276     36.7474      619.9207     -0.0894    1.8217
    1.6100     -18995.7284     36.7456      619.9207     -0.2799    1.8217
    1.6200     -18989.5292     36.7438      619.9207     -0.0780    1.8217
    1.6300     -18983.3300     36.7420      619.9207     -0.2688    1.8217
    1.6400     -18977.1308     36.7404      619.9207     -0.0669    1.8217
    1.6500     -18970.9316     36.7387      619.9207     -0.2580    1.8217
    1.6600     -18964.7324     36.7372      619.9207     -0.0561    1.8217
    1.6700     -18958.5332     36.7357      619.9207     -0.2474    1.8217
    1.6800     -18952.3340     36.7342      619.9207     -0.0455    1.8217
    1.6900     -18946.1348     36.7328      619.9207     -0.2371    1.8217
    1.7000     -18939.9356     36.7314      619.9207     -0.0352    1.8217
    1.7100     -18933.7363     36.7301      619.9207     -0.2270    1.8217
    1.7200     -18927.5371     36.7288      619.9207     -0.0251    1.8217
    1.7300     -18921.3379     36.7276      619.9207     -0.2171    1.8217
    1.7400     -18915.1387     36.7265      619.9207     -0.0152    1.8217
    1.7500     -18908.9395     36.7254      619.9207     -0.2076    1.8217
    1.7600     -18902.7403     36.7243      619.9207     -0.0057    1.8217
