========================================================================
  CRUISE-ONLY BATCH RUN #03
========================================================================
  cruise_altitude_m      : 29.20
  cruise_speed_mach      : 3.4708
  cruise_speed_mps       : 1181.07
  sea_state              : 4
  radar_altimeter_bias_m : -0.7405
  air_temp_c             : 14.26
  termination            : reached_target
  total_steps            : 1694
========================================================================

       t_s             x_m         z_m            vx          vz      mach
------------------------------------------------------------------------
    0.0000     -19988.1893     28.4612     1181.0687      0.2019    3.4708
    0.0100     -19976.3786     28.4619     1181.0687     -0.0580    3.4708
    0.0200     -19964.5679     28.4624     1181.0687      0.1439    3.4708
    0.0300     -19952.7573     28.4625     1181.0687     -0.1118    3.4708
    0.0400     -19940.9466     28.4624     1181.0687      0.0901    3.4708
    0.0500     -19929.1359     28.4620     1181.0687     -0.1615    3.4708
    0.0600     -19917.3252     28.4614     1181.0687      0.0404    3.4708
    0.0700     -19905.5145     28.4606     1181.0687     -0.2074    3.4708
    0.0800     -19893.7038     28.4595     1181.0687     -0.0055    3.4708
    0.0900     -19881.8931     28.4583     1181.0687     -0.2496    3.4708
    0.1000     -19870.0824     28.4568     1181.0687     -0.0477    3.4708
    0.1100     -19858.2718     28.4551     1181.0687     -0.2884    3.4708
    0.1200     -19846.4611     28.4532     1181.0687     -0.0865    3.4708
    0.1300     -19834.6504     28.4512     1181.0687     -0.3239    3.4708
    0.1400     -19822.8397     28.4489     1181.0687     -0.1220    3.4708
    0.1500     -19811.0290     28.4466     1181.0687     -0.3563    3.4708
    0.1600     -19799.2183     28.4440     1181.0687     -0.1544    3.4708
    0.1700     -19787.4076     28.4413     1181.0687     -0.3859    3.4708
    0.1800     -19775.5970     28.4384     1181.0687     -0.1840    3.4708
    0.1900     -19763.7863     28.4355     1181.0687     -0.4126    3.4708
    0.2000     -19751.9756     28.4324     1181.0687     -0.2107    3.4708
    0.2100     -19740.1649     28.4291     1181.0687     -0.4367    3.4708
    0.2200     -19728.3542     28.4258     1181.0687     -0.2348    3.4708
    0.2300     -19716.5435     28.4223     1181.0687     -0.4584    3.4708
    0.2400     -19704.7328     28.4187     1181.0687     -0.2565    3.4708
    0.2500     -19692.9221     28.4150     1181.0687     -0.4777    3.4708
    0.2600     -19681.1115     28.4113     1181.0687     -0.2758    3.4708
    0.2700     -19669.3008     28.4074     1181.0687     -0.4949    3.4708
    0.2800     -19657.4901     28.4035     1181.0687     -0.2930    3.4708
    0.2900     -19645.6794     28.3995     1181.0687     -0.5100    3.4708
    0.3000     -19633.8687     28.3954     1181.0687     -0.3081    3.4708
    0.3100     -19622.0580     28.3912     1181.0687     -0.5231    3.4708
    0.3200     -19610.2473     28.3870     1181.0687     -0.3212    3.4708
    0.3300     -19598.4366     28.3827     1181.0687     -0.5344    3.4708
    0.3400     -19586.6260     28.3784     1181.0687     -0.3325    3.4708
    0.3500     -19574.8153     28.3740     1181.0687     -0.5440    3.4708
    0.3600     -19563.0046     28.3696     1181.0687     -0.3421    3.4708
    0.3700     -19551.1939     28.3651     1181.0687     -0.5520    3.4708
    0.3800     -19539.3832     28.3606     1181.0687     -0.3501    3.4708
    0.3900     -19527.5725     28.3560     1181.0687     -0.5585    3.4708
    0.4000     -19515.7618     28.3515     1181.0687     -0.3566    3.4708
    0.4100     -19503.9512     28.3469     1181.0687     -0.5635    3.4708
    0.4200     -19492.1405     28.3422     1181.0687     -0.3616    3.4708
    0.4300     -19480.3298     28.3376     1181.0687     -0.5672    3.4708
    0.4400     -19468.5191     28.3329     1181.0687     -0.3653    3.4708
    0.4500     -19456.7084     28.3283     1181.0687     -0.5697    3.4708
    0.4600     -19444.8977     28.3236     1181.0687     -0.3678    3.4708
    0.4700     -19433.0870     28.3189     1181.0687     -0.5711    3.4708
    0.4800     -19421.2763     28.3142     1181.0687     -0.3692    3.4708
    0.4900     -19409.4657     28.3095     1181.0687     -0.5713    3.4708
    0.5000     -19397.6550     28.3048     1181.0687     -0.3694    3.4708
    0.5100     -19385.8443     28.3001     1181.0687     -0.5706    3.4708
    0.5200     -19374.0336     28.2954     1181.0687     -0.3687    3.4708
    0.5300     -19362.2229     28.2907     1181.0687     -0.5689    3.4708
    0.5400     -19350.4122     28.2860     1181.0687     -0.3670    3.4708
    0.5500     -19338.6015     28.2813     1181.0687     -0.5663    3.4708
    0.5600     -19326.7909     28.2767     1181.0687     -0.3644    3.4708
    0.5700     -19314.9802     28.2721     1181.0687     -0.5630    3.4708
    0.5800     -19303.1695     28.2674     1181.0687     -0.3611    3.4708
    0.5900     -19291.3588     28.2628     1181.0687     -0.5589    3.4708
    0.6000     -19279.5481     28.2583     1181.0687     -0.3570    3.4708
    0.6100     -19267.7374     28.2537     1181.0687     -0.5541    3.4708
    0.6200     -19255.9267     28.2492     1181.0687     -0.3522    3.4708
    0.6300     -19244.1160     28.2447     1181.0687     -0.5487    3.4708
    0.6400     -19232.3054     28.2402     1181.0687     -0.3468    3.4708
    0.6500     -19220.4947     28.2357     1181.0687     -0.5427    3.4708
    0.6600     -19208.6840     28.2313     1181.0687     -0.3408    3.4708
    0.6700     -19196.8733     28.2269     1181.0687     -0.5362    3.4708
