========================================================================
  CRUISE-ONLY BATCH RUN #11
========================================================================
  cruise_altitude_m      : 46.44
  cruise_speed_mach      : 3.3194
  cruise_speed_mps       : 1129.56
  sea_state              : 0
  radar_altimeter_bias_m : 0.2086
  air_temp_c             : 15.24
  termination            : reached_target
  total_steps            : 1771
========================================================================

       t_s             x_m         z_m            vx          vz      mach
------------------------------------------------------------------------
    0.0000     -19988.7044     46.6500     1129.5646     -0.3635    3.3194
    0.0100     -19977.4087     46.6474     1129.5646     -0.1616    3.3194
    0.0200     -19966.1131     46.6443     1129.5646     -0.4635    3.3194
    0.0300     -19954.8174     46.6407     1129.5646     -0.2616    3.3194
    0.0400     -19943.5218     46.6366     1129.5646     -0.5557    3.3194
    0.0500     -19932.2261     46.6320     1129.5646     -0.3538    3.3194
    0.0600     -19920.9305     46.6270     1129.5646     -0.6407    3.3194
    0.0700     -19909.6348     46.6217     1129.5646     -0.4388    3.3194
    0.0800     -19898.3392     46.6159     1129.5646     -0.7187    3.3194
    0.0900     -19887.0435     46.6097     1129.5646     -0.5168    3.3194
    0.1000     -19875.7479     46.6032     1129.5646     -0.7902    3.3194
    0.1100     -19864.4523     46.5963     1129.5646     -0.5883    3.3194
    0.1200     -19853.1566     46.5890     1129.5646     -0.8554    3.3194
    0.1300     -19841.8610     46.5815     1129.5646     -0.6535    3.3194
    0.1400     -19830.5653     46.5737     1129.5646     -0.9148    3.3194
    0.1500     -19819.2697     46.5655     1129.5646     -0.7129    3.3194
    0.1600     -19807.9740     46.5571     1129.5646     -0.9686    3.3194
    0.1700     -19796.6784     46.5484     1129.5646     -0.7667    3.3194
    0.1800     -19785.3827     46.5395     1129.5646     -1.0172    3.3194
    0.1900     -19774.0871     46.5303     1129.5646     -0.8153    3.3194
    0.2000     -19762.7914     46.5210     1129.5646     -1.0608    3.3194
    0.2100     -19751.4958     46.5114     1129.5646     -0.8589    3.3194
    0.2200     -19740.2001     46.5016     1129.5646     -1.0997    3.3194
    0.2300     -19728.9045     46.4916     1129.5646     -0.8978    3.3194
    0.2400     -19717.6089     46.4814     1129.5646     -1.1342    3.3194
    0.2500     -19706.3132     46.4711     1129.5646     -0.9323    3.3194
    0.2600     -19695.0176     46.4606     1129.5646     -1.1646    3.3194
    0.2700     -19683.7219     46.4500     1129.5646     -0.9627    3.3194
    0.2800     -19672.4263     46.4392     1129.5646     -1.1910    3.3194
    0.2900     -19661.1306     46.4283     1129.5646     -0.9891    3.3194
    0.3000     -19649.8350     46.4173     1129.5646     -1.2138    3.3194
    0.3100     -19638.5393     46.4062     1129.5646     -1.0119    3.3194
    0.3200     -19627.2437     46.3949     1129.5646     -1.2331    3.3194
    0.3300     -19615.9480     46.3836     1129.5646     -1.0312    3.3194
    0.3400     -19604.6524     46.3722     1129.5645     -1.2491    3.3194
    0.3500     -19593.3568     46.3607     1129.5645     -1.0472    3.3194
    0.3600     -19582.0611     46.3492     1129.5645     -1.2621    3.3194
    0.3700     -19570.7655     46.3376     1129.5645     -1.0602    3.3194
    0.3800     -19559.4698     46.3259     1129.5645     -1.2722    3.3194
    0.3900     -19548.1742     46.3142     1129.5645     -1.0703    3.3194
    0.4000     -19536.8785     46.3025     1129.5645     -1.2797    3.3194
    0.4100     -19525.5829     46.2907     1129.5645     -1.0778    3.3194
    0.4200     -19514.2872     46.2789     1129.5645     -1.2846    3.3194
    0.4300     -19502.9916     46.2670     1129.5645     -1.0827    3.3194
    0.4400     -19491.6959     46.2552     1129.5645     -1.2872    3.3194
    0.4500     -19480.4003     46.2433     1129.5645     -1.0853    3.3194
    0.4600     -19469.1047     46.2314     1129.5645     -1.2877    3.3194
    0.4700     -19457.8090     46.2196     1129.5645     -1.0858    3.3194
    0.4800     -19446.5134     46.2077     1129.5645     -1.2861    3.3194
    0.4900     -19435.2177     46.1959     1129.5645     -1.0842    3.3194
    0.5000     -19423.9221     46.1840     1129.5645     -1.2826    3.3194
    0.5100     -19412.6264     46.1722     1129.5645     -1.0807    3.3194
    0.5200     -19401.3308     46.1604     1129.5645     -1.2774    3.3194
    0.5300     -19390.0351     46.1487     1129.5645     -1.0755    3.3194
    0.5400     -19378.7395     46.1369     1129.5645     -1.2705    3.3194
    0.5500     -19367.4439     46.1252     1129.5645     -1.0686    3.3194
    0.5600     -19356.1482     46.1136     1129.5645     -1.2622    3.3194
    0.5700     -19344.8526     46.1020     1129.5645     -1.0603    3.3194
    0.5800     -19333.5569     46.0904     1129.5645     -1.2524    3.3194
    0.5900     -19322.2613     46.0789     1129.5645     -1.0505    3.3194
    0.6000     -19310.9656     46.0674     1129.5645     -1.2414    3.3194
    0.6100     -19299.6700     46.0560     1129.5645     -1.0395    3.3194
    0.6200     -19288.3743     46.0447     1129.5645     -1.2292    3.3194
    0.6300     -19277.0787     46.0334     1129.5645     -1.0273    3.3194
    0.6400     -19265.7830     46.0222     1129.5645     -1.2159    3.3194
    0.6500     -19254.4874     46.0110     1129.5645     -1.0140    3.3194
    0.6600     -19243.1918     45.9999     1129.5645     -1.2017    3.3194
    0.6700     -19231.8961     45.9889     1129.5645     -0.9998    3.3194
    0.6800     -19220.6005     45.9780     1129.5645     -1.1865    3.3194
    0.6900     -19209.3048     45.9672     1129.5645     -0.9846    3.3194
    0.7000     -19198.0092     45.9564     1129.5645     -1.1706    3.3194
    0.7100     -19186.7135     45.9457     1129.5645     -0.9687    3.3194
    0.7200     -19175.4179     45.9351     1129.5645     -1.1539    3.3194
    0.7300     -19164.1222     45.9245     1129.5645     -0.9520    3.3194
    0.7400     -19152.8266     45.9141     1129.5645     -1.1366    3.3194
    0.7500     -19141.5309     45.9037     1129.5645     -0.9347    3.3194
    0.7600     -19130.2353     45.8935     1129.5645     -1.1187    3.3194
    0.7700     -19118.9397     45.8833     1129.5645     -0.9168    3.3194
    0.7800     -19107.6440     45.8732     1129.5645     -1.1002    3.3194
    0.7900     -19096.3484     45.8632     1129.5645     -0.8983    3.3194
    0.8000     -19085.0527     45.8533     1129.5645     -1.0813    3.3194
    0.8100     -19073.7571     45.8435     1129.5645     -0.8794    3.3194
    0.8200     -19062.4614     45.8338     1129.5645     -1.0620    3.3194
    0.8300     -19051.1658     45.8242     1129.5645     -0.8601    3.3194
    0.8400     -19039.8701     45.8147     1129.5645     -1.0424    3.3194
    0.8500     -19028.5745     45.8053     1129.5645     -0.8405    3.3194
    0.8600     -19017.2789     45.7960     1129.5645     -1.0225    3.3194
    0.8700     -19005.9832     45.7867     1129.5645     -0.8206    3.3194
    0.8800     -18994.6876     45.7776     1129.5645     -1.0023    3.3194
    0.8900     -18983.3919     45.7686     1129.5645     -0.8004    3.3194
    0.9000     -18972.0963     45.7597     1129.5645     -0.9820    3.3194
    0.9100     -18960.8006     45.7509     1129.5645     -0.7801    3.3194
    0.9200     -18949.5050     45.7422     1129.5645     -0.9615    3.3194
    0.9300     -18938.2093     45.7336     1129.5645     -0.7596    3.3194
    0.9400     -18926.9137     45.7251     1129.5645     -0.9408    3.3194
    0.9500     -18915.6180     45.7167     1129.5645     -0.7389    3.3194
    0.9600     -18904.3224     45.7084     1129.5645     -0.9201    3.3194
    0.9700     -18893.0268     45.7002     1129.5645     -0.7182    3.3194
    0.9800     -18881.7311     45.6921     1129.5645     -0.8994    3.3194
    0.9900     -18870.4355     45.6841     1129.5645     -0.6975    3.3194
    1.0000     -18859.1398     45.6762     1129.5645     -0.8787    3.3194
    1.0100     -18847.8442     45.6685     1129.5645     -0.6768    3.3194
    1.0200     -18836.5485     45.6608     1129.5645     -0.8580    3.3194
    1.0300     -18825.2529     45.6532     1129.5645     -0.6561    3.3194
    1.0400     -18813.9572     45.6457     1129.5645     -0.8373    3.3194
    1.0500     -18802.6616     45.6384     1129.5645     -0.6354    3.3194
    1.0600     -18791.3660     45.6311     1129.5645     -0.8167    3.3194
    1.0700     -18780.0703     45.6240     1129.5645     -0.6148    3.3194
    1.0800     -18768.7747     45.6169     1129.5645     -0.7962    3.3194
    1.0900     -18757.4790     45.6100     1129.5645     -0.5943    3.3194
    1.1000     -18746.1834     45.6031     1129.5645     -0.7759    3.3194
    1.1100     -18734.8877     45.5964     1129.5645     -0.5740    3.3194
    1.1200     -18723.5921     45.5897     1129.5645     -0.7557    3.3194
    1.1300     -18712.2964     45.5832     1129.5645     -0.5538    3.3194
    1.1400     -18701.0008     45.5767     1129.5645     -0.7357    3.3194
    1.1500     -18689.7051     45.5704     1129.5645     -0.5338    3.3194
    1.1600     -18678.4095     45.5641     1129.5645     -0.7158    3.3194
    1.1700     -18667.1139     45.5580     1129.5645     -0.5139    3.3194
    1.1800     -18655.8182     45.5519     1129.5645     -0.6962    3.3194
    1.1900     -18644.5226     45.5460     1129.5645     -0.4943    3.3194
    1.2000     -18633.2269     45.5401     1129.5645     -0.6768    3.3194
    1.2100     -18621.9313     45.5344     1129.5645     -0.4749    3.3194
    1.2200     -18610.6356     45.5287     1129.5645     -0.6576    3.3194
    1.2300     -18599.3400     45.5231     1129.5645     -0.4557    3.3194
    1.2400     -18588.0443     45.5177     1129.5645     -0.6386    3.3194
    1.2500     -18576.7487     45.5123     1129.5645     -0.4367    3.3194
    1.2600     -18565.4531     45.5070     1129.5645     -0.6199    3.3194
    1.2700     -18554.1574     45.5018     1129.5645     -0.4180    3.3194
    1.2800     -18542.8618     45.4967     1129.5645     -0.6015    3.3194
    1.2900     -18531.5661     45.4917     1129.5645     -0.3996    3.3194
    1.3000     -18520.2705     45.4868     1129.5645     -0.5833    3.3194
    1.3100     -18508.9748     45.4820     1129.5645     -0.3814    3.3194
    1.3200     -18497.6792     45.4772     1129.5645     -0.5654    3.3194
    1.3300     -18486.3835     45.4726     1129.5645     -0.3635    3.3194
    1.3400     -18475.0879     45.4680     1129.5645     -0.5478    3.3194
    1.3500     -18463.7923     45.4636     1129.5645     -0.3459    3.3194
    1.3600     -18452.4966     45.4592     1129.5645     -0.5305    3.3194
    1.3700     -18441.2010     45.4549     1129.5645     -0.3286    3.3194
    1.3800     -18429.9053     45.4507     1129.5645     -0.5135    3.3194
    1.3900     -18418.6097     45.4465     1129.5645     -0.3116    3.3194
    1.4000     -18407.3140     45.4425     1129.5645     -0.4968    3.3194
    1.4100     -18396.0184     45.4385     1129.5645     -0.2949    3.3194
    1.4200     -18384.7227     45.4347     1129.5645     -0.4804    3.3194
    1.4300     -18373.4271     45.4309     1129.5645     -0.2785    3.3194
    1.4400     -18362.1314     45.4272     1129.5645     -0.4643    3.3194
    1.4500     -18350.8358     45.4235     1129.5645     -0.2624    3.3194
    1.4600     -18339.5402     45.4200     1129.5645     -0.4485    3.3194
    1.4700     -18328.2445     45.4165     1129.5645     -0.2466    3.3194
    1.4800     -18316.9489     45.4131     1129.5645     -0.4331    3.3194
    1.4900     -18305.6532     45.4098     1129.5645     -0.2312    3.3194
    1.5000     -18294.3576     45.4065     1129.5645     -0.4179    3.3194
    1.5100     -18283.0619     45.4034     1129.5645     -0.2160    3.3194
    1.5200     -18271.7663     45.4003     1129.5645     -0.4031    3.3194
    1.5300     -18260.4706     45.3972     1129.5645     -0.2012    3.3194
    1.5400     -18249.1750     45.3943     1129.5645     -0.3886    3.3194
    1.5500     -18237.8794     45.3914     1129.5645     -0.1867    3.3194
    1.5600     -18226.5837     45.3886     1129.5645     -0.3744    3.3194
    1.5700     -18215.2881     45.3859     1129.5645     -0.1725    3.3194
    1.5800     -18203.9924     45.3832     1129.5645     -0.3605    3.3194
    1.5900     -18192.6968     45.3806     1129.5645     -0.1586    3.3194
    1.6000     -18181.4011     45.3781     1129.5645     -0.3469    3.3194
    1.6100     -18170.1055     45.3756     1129.5645     -0.1450    3.3194
    1.6200     -18158.8098     45.3732     1129.5645     -0.3337    3.3194
    1.6300     -18147.5142     45.3709     1129.5645     -0.1318    3.3194
    1.6400     -18136.2186     45.3686     1129.5645     -0.3207    3.3194
    1.6500     -18124.9229     45.3664     1129.5645     -0.1188    3.3194
    1.6600     -18113.6273     45.3643     1129.5645     -0.3081    3.3194
    1.6700     -18102.3316     45.3622     1129.5645     -0.1062    3.3194
    1.6800     -18091.0360     45.3602     1129.5645     -0.2958    3.3194
    1.6900     -18079.7403     45.3583     1129.5645     -0.0939    3.3194
    1.7000     -18068.4447     45.3564     1129.5645     -0.2838    3.3194
    1.7100     -18057.1490     45.3546     1129.5645     -0.0819    3.3194
    1.7200     -18045.8534     45.3528     1129.5645     -0.2720    3.3194
    1.7300     -18034.5577     45.3511     1129.5645     -0.0701    3.3194
    1.7400     -18023.2621     45.3494     1129.5645     -0.2606    3.3194
    1.7500     -18011.9665     45.3478     1129.5645     -0.0587    3.3194
    1.7600     -18000.6708     45.3463     1129.5645     -0.2495    3.3194
    1.7700     -17989.3752     45.3448     1129.5645     -0.0476    3.3194
    1.7800     -17978.0795     45.3434     1129.5645     -0.2386    3.3194
    1.7900     -17966.7839     45.3420     1129.5645     -0.0367    3.3194
    1.8000     -17955.4882     45.3407     1129.5645     -0.2281    3.3194
    1.8100     -17944.1926     45.3394     1129.5645     -0.0262    3.3194
    1.8200     -17932.8969     45.3382     1129.5645     -0.2178    3.3194
    1.8300     -17921.6013     45.3370     1129.5645     -0.0159    3.3194
    1.8400     -17910.3057     45.3359     1129.5645     -0.2078    3.3194
    1.8500     -17899.0100     45.3348     1129.5645     -0.0059    3.3194
    1.8600     -17887.7144     45.3338     1129.5645     -0.1981    3.3194
    1.8700     -17876.4187     45.3328     1129.5645      0.0038    3.3194
    1.8800     -17865.1231     45.3319     1129.5645     -0.1886    3.3194
    1.8900     -17853.8274     45.3310     1129.5645      0.0133    3.3194
    1.9000     -17842.5318     45.3302     1129.5645     -0.1795    3.3194
    1.9100     -17831.2361     45.3294     1129.5645      0.0224    3.3194
    1.9200     -17819.9405     45.3287     1129.5645     -0.1705    3.3194
