t_s,x_m,z_m,vx,vz,mach,miss_distance_m
41.37,9443.459030443788,102.02709330504639,274.59706035514427,-3.8019044729024536,0.8070274722339689,9444.010164513727
41.38,9446.202001053733,101.98908045414116,274.29706099453585,-3.801285090523182,0.8061459324808988,9446.752564624705
41.39,9448.941971670129,101.9510738240946,273.99706163952123,-3.8006630046550125,0.8052643927681481,9449.491965467945
41.4,9451.67894229303,101.91307344196002,273.69706229012866,-3.8000382134589716,0.804382853095857,9452.228367042551
41.410000000000004,9454.412912922495,101.87507933480916,273.39706294638637,-3.7994107150867933,0.8035013134641664,9454.96176934762
41.42,9457.143883558578,101.83709152973235,273.09706360832274,-3.798780507680893,0.8026197738732178,9457.69217238226
41.43,9459.871854201338,101.7991100538386,272.79706427596614,-3.7981475893743397,0.8017382343231525,9460.419576145574
41.44,9462.59682485083,101.7611349342557,272.49706494934503,-3.7975119582908294,0.8008566948141126,9463.143980636674
41.45,9465.318795507115,101.72316619813024,272.19706562848796,-3.796873612544658,0.7999751553462403,9465.865385854673
41.46,9468.03776617025,101.68520387262784,271.8970663134235,-3.7962325502406924,0.7990936159196782,9468.583791798685
41.47,9470.753736840292,101.64724798493309,271.5970670041804,-3.795588769474345,0.7982120765345697,9471.299198467825
41.480000000000004,9473.4667075173,101.60929856224978,271.29706770078747,-3.794942268331545,0.797330537191058,9474.011605861215
41.49,9476.176678201333,101.57135563180088,270.99706840327343,-3.7942930448887093,0.796448997889287,9476.721013977975
41.5,9478.88364889245,101.53341922082876,270.69706911166725,-3.793641097212716,0.7955674586294011,9479.42742281723
41.51,9481.58761959071,101.49548935659516,270.39706982599785,-3.7929864233608757,0.7946859194115444,9482.130832378109
41.52,9484.288590296172,101.45756606638135,270.09707054629433,-3.792329021380902,0.7938043802358623,9484.831242659737
41.53,9486.986561008898,101.41964937748824,269.7970712725858,-3.791668889310885,0.7929228411025,9487.528653661253
41.54,9489.681531728947,101.38173931723645,269.49707200490144,-3.79100602517926,0.792041302011603,9490.223065381786
41.550000000000004,9492.37350245638,101.3438359129664,269.19707274327055,-3.7903404270047805,0.7911597629633178,9492.914477820474
41.56,9495.062473191256,101.30593919203844,268.8970734877225,-3.789672092796488,0.7902782239577908,9495.602890976455
41.57,9497.748443933639,101.26804918183291,268.59707423828667,-3.789001020553684,0.7893966849951689,9498.288304848877
41.58,9500.431414683588,101.23016590975026,268.2970749949926,-3.788327208265898,0.7885151460755992,9500.970719436878
41.59,9503.111385441167,101.19228940321112,267.9970757578699,-3.7876506539128605,0.7876336071992298,9503.65013473961
41.6,9505.788356206436,101.15441968965648,267.6970765269482,-3.786971355464472,0.7867520683662088,9506.326550756217
41.61,9508.46232697946,101.11655679654767,267.39707730225723,-3.786289310880773,0.7858705295766842,9508.999967485857
41.62,9511.133297760298,101.07870075136655,267.09707808382683,-3.785604518111914,0.7849889908308053,9511.67038492768
41.63,9513.801268549014,101.04085158161557,266.79707887168684,-3.784916975098125,0.7841074521287213,9514.33780308084
41.64,9516.466239345673,101.00300931481787,266.49707966586726,-3.7842266797696853,0.7832259134705819,9517.002221944504
41.65,9519.128210150337,100.9651739785174,266.1970804663982,-3.7835336300468922,0.7823443748565374,9519.663641517827
41.660000000000004,9521.78718096307,100.927345600279,265.8970812733097,-3.782837823840031,0.7814628362867383,9522.322061799978
41.67,9524.443151783937,100.88952420768851,265.5970820866321,-3.7821392590493432,0.7805812977613353,9524.977482790118
41.68,9527.096122613,100.85170982835287,265.2970829063956,-3.7814379335649955,0.7796997592804801,9527.62990448742
41.69,9529.746093450327,100.8139024899002,264.9970837326306,-3.7807338452670476,0.7788182208443244,9530.279326891055
41.7,9532.39306429598,100.77610221997995,264.69708456536756,-3.7800269920254226,0.7779366824530202,9532.925750000195
41.71,9535.037035150026,100.73830904626296,264.3970854046371,-3.7793173716998734,0.7770551441067205,9535.569173814016
41.72,9537.678006012531,100.70052299644155,264.0970862504698,-3.7786049821399508,0.7761736058055781,9538.209598331698
41.730000000000004,9540.31597688356,100.6627440982297,263.7970871028963,-3.777889821184972,0.7752920675497464,9540.847023552422
41.74,9542.950947763178,100.62497237936306,263.4970879619475,-3.7771718866639885,0.7744105293393799,9543.481449475368
41.75,9545.582918651455,100.5872078675991,263.1970888276542,-3.7764511763957525,0.7735289911746321,9546.112876099727
41.76,9548.211889548455,100.54945059071721,262.89708970004745,-3.775727688188684,0.7726474530556584,9548.741303424686
41.77,9550.837860454247,100.5117005765188,262.59709057915825,-3.7750014198408404,0.7717659149826139,9551.366731449434
41.78,9553.460831368897,100.47395785282741,262.2970914650178,-3.7742723691398794,0.7708843769556541,9553.989160173163
41.79,9556.080802292474,100.43622244748877,261.9970923576572,-3.773540533863029,0.7700028389749352,9556.608589595071
41.800000000000004,9558.697773225045,100.398494388371,261.6970932571079,-3.7728059117770525,0.7691213010406137,9559.225019714355
41.81,9561.31174416668,100.36077370336463,261.3970941634012,-3.772068500638215,0.7682397631528465,9561.838450530213
41.82,9563.922715117445,100.3230604203827,261.09709507656873,-3.771328298192249,0.7673582253117913,9564.448882041848
41.83,9566.530686077413,100.28535456736095,260.79709599664193,-3.7705853021743216,0.7664766875176058,9567.056314248468
41.84,9569.135657046649,100.24765617225786,260.4970969236525,-3.7698395103089988,0.7655951497704484,9569.660747149275
41.85,9571.737628025225,100.20996526305476,260.1970978576323,-3.7690909203102114,0.7647136120704778,9572.262180743483
41.86,9574.336599013212,100.17228186775594,259.89709879861306,-3.7683395298812212,0.7638320744178535,9574.860615030302
41.87,9576.932570010678,100.1346060143888,259.5970997466268,-3.767585336714584,0.7629505368127347,9577.456050008946
41.88,9579.525541017696,100.09693773100388,259.29710070170546,-3.7668283384921173,0.7620689992552822,9580.048485678635
41.89,9582.115512034336,100.05927704567503,258.99710166388127,-3.7660685328848618,0.761187461745656,9582.637922038582
41.9,9584.702483060668,100.0216239864995,258.69710263318643,-3.7653059175530483,0.7603059242840178,9585.224359088015
41.910000000000004,9587.286454096764,99.98397858159805,258.3971036096532,-3.7645404901460613,0.7594243868705286,9587.80779682615
41.92,9589.867425142696,99.94634085911503,258.09710459331404,-3.763772248302402,0.7585428495053509,9590.388235252218
41.93,9592.445396198538,99.90871084721853,257.7971055842014,-3.763001189649654,0.757661312188647,9592.965674365445
41.94,9595.020367264362,99.87108857410048,257.49710658234795,-3.7622273118044443,0.75677977492058,9595.540114165065
41.95,9597.59233834024,99.83347406797675,257.1971075877863,-3.7614506123724096,0.7558982377013131,9598.111554650308
41.96,9600.161309426247,99.79586735708727,256.8971086005493,-3.7606710889481576,0.7550167005310106,9600.679995820412
41.97,9602.727280522453,99.75826846969612,256.5971096206698,-3.759888739115231,0.7541351634098364,9603.24543767461
41.980000000000004,9605.290251628934,99.72067743409166,256.2971106481808,-3.7591035604460683,0.7532536263379565,9605.807880212145
41.99,9607.850222745765,99.68309427858664,255.99711168311538,-3.7583155505019694,0.7523720893155349,9608.36732343226
42.0,9610.40719387302,99.6455190315183,255.6971127255067,-3.757524706833055,0.7514905523427384,9610.923767334196
42.01,9612.961165010773,99.60795172124853,255.39711377538808,-3.7567310269782306,0.7506090154197333,9613.477211917205
42.02,9615.512136159101,99.57039237616388,255.09711483279284,-3.755934508465147,0.7497274785466863,9616.027657180532
42.03,9618.060107318079,99.53284102467578,254.79711589775448,-3.755135148810164,0.7488459417237648,9618.575103123429
42.04,9620.605078487783,99.49529769522059,254.4971169703066,-3.7543329455183083,0.7479644049511367,9621.119549745154
42.050000000000004,9623.147049668287,99.45776241625975,254.19711805048286,-3.7535278960832383,0.7470828682289706,9623.660997044955
42.06,9625.68602085967,99.42023521627988,253.89711913831704,-3.7527199979872035,0.7462013315574352,9626.199445022097
42.07,9628.221992062008,99.38271612379286,253.59712023384304,-3.751909248701004,0.7453197949366998,9628.734893675837
42.08,9630.75496327538,99.34520516733602,253.29712133709486,-3.751095645683954,0.7444382583669346,9631.267343005442
42.09,9633.284934499861,99.30770237547218,252.99712244810658,-3.750279186383839,0.7435567218483099,9633.796793010173
42.1,9635.81190573553,99.2702077767898,252.69712356691238,-3.749459868236877,0.7426751853809966,9636.3232436893
42.11,9638.335876982466,99.23272139990313,252.39712469354657,-3.748637688667679,0.7417936489651663,9638.846695042088
42.12,9640.856848240746,99.19524327345223,252.09712582804357,-3.7478126450892075,0.740912112600991,9641.367147067815
42.13,9643.37481951045,99.1577734261032,251.7971269704379,-3.746984734902737,0.740030576288643,9643.884599765752
42.14,9645.889790791658,99.12031188654822,251.49712812076413,-3.7461539554978116,0.7391490400282957,9646.399053135177
42.15,9648.401762084448,99.0828586835057,251.19712927905704,-3.7453203042522043,0.7382675038201223,9648.910507175366
42.160000000000004,9650.9107333889,99.04541384572039,250.89713044535145,-3.744483778531876,0.7373859676642973,9651.418961885603
42.17,9653.416704705098,99.00797740196349,250.5971316196823,-3.7436443756909337,0.736504431560995,9653.92441726517
42.18,9655.919676033118,98.97054938103277,250.29713280208466,-3.7428020930715884,0.7356228955103908,9656.426873313352
42.19,9658.419647373044,98.93312981175272,249.9971339925937,-3.7419569280041136,0.7347413595126604,9658.92633002944
42.2,9660.916618724958,98.89571872297465,249.69713519124466,-3.741108877806801,0.7338598235679802,9661.422787412721
42.21,9663.410590088939,98.85831614357679,249.39713639807294,-3.740257939785921,0.7329782876765267,9663.916245462487
42.22,9665.90156146507,98.82092210246444,249.09713761311406,-3.7394041112356753,0.7320967518384776,9666.406704178034
42.230000000000004,9668.389532853435,98.78353662857006,248.7971388364036,-3.738547389438159,0.7312152160540106,9668.894163558658
42.24,9670.874504254114,98.74615975085342,248.49714006797734,-3.7376877716633135,0.7303336803233044,9671.37862360366
42.25,9673.356475667193,98.70879149830174,248.19714130787108,-3.736825255168883,0.729452144646538,9673.860084312337
42.26,9675.835447092753,98.67143189992973,247.89714255612077,-3.7359598372003724,0.7285706090238909,9676.338545683993
42.27,9678.31141853088,98.63408098477981,247.5971438127625,-3.735091514991002,0.7276890734555435,9678.814007717936
42.28,9680.784389981658,98.5967387819222,247.29714507783245,-3.7342202857616624,0.7268075379416762,9681.286470413474
42.29,9683.254361445172,98.55940532045499,246.99714635136692,-3.7333461467208715,0.7259260024824706,9683.755933769917
42.300000000000004,9685.721332921505,98.52208062950434,246.69714763340235,-3.7324690950647272,0.7250444670781087,9686.222397786574
42.31,9688.185304410745,98.48476473822457,246.39714892397527,-3.7315891279768643,0.7241629317287726,9688.685862462766
42.32,9690.646275912975,98.44745767579829,246.0971502231223,-3.730706242628408,0.7232813964346455,9691.146327797802
42.33,9693.104247428284,98.41015947143651,245.79715153088026,-3.7298204361779277,0.7223998611959113,9693.60379379101
42.34,9695.559218956756,98.3728701543788,245.49715284728603,-3.7289317057713913,0.7215183260127538,9696.058260441701
42.35,9698.01119049848,98.33558975389339,245.19715417237666,-3.7280400485421192,0.7206367908853583,9698.509727749208
42.36,9700.460162053543,98.29831829927728,244.89715550618925,-3.7271454616107373,0.7197552558139098,9700.95819571285
42.37,9702.906133622031,98.26105581985644,244.59715684876107,-3.72624794208513,0.7188737207985944,9703.403664331958
42.38,9705.349105204032,98.22380234498583,244.29715820012953,-3.7253474870603935,0.7179921858395987,9705.846133605859
42.39,9707.789076799636,98.18655790404964,243.99715956033214,-3.7244440936187866,0.7171106509371101,9708.285603533888
42.4,9710.22604840893,98.14932252646133,243.69716092940652,-3.7235377588296856,0.7162291160913163,9710.72207411538
42.410000000000004,9712.660020032003,98.11209624166383,243.39716230739043,-3.7226284797495346,0.7153475813024057,9713.155545349668
42.42,9715.090991668945,98.07487907912962,243.09716369432175,-3.7217162534217976,0.7144660465705672,9715.586017236094
42.43,9717.518963319848,98.03767106836085,242.7971650902385,-3.720801076876909,0.7135845118959907,9718.013489773995
42.44,9719.9439349848,98.00047223888953,242.49716649517885,-3.719882947132226,0.7127029772788662,9720.43796296272
42.45,9722.365906663892,97.96328262027761,242.19716790918102,-3.718961861191979,0.711821442719385,9722.859436801611
42.46,9724.784878357215,97.92610224211714,241.89716933228345,-3.7180378160472207,0.7109399082177382,9725.277911290017
42.47,9727.20085006486,97.88893113403039,241.59717076452466,-3.7171108086757787,0.7100583737741183,9727.693386427283
42.480000000000004,9729.613821786921,97.85176932566996,241.2971722059433,-3.716180836042204,0.7091768393887178,9730.105862212768
42.49,9732.023793523487,97.81461684671899,240.99717365657816,-3.71524789509772,0.7082953050617302,9732.51533864582
42.5,9734.430765274652,97.77747372689119,240.69717511646815,-3.7143119827801736,0.7074137707933496,9734.921815725798
42.51,9736.834737040508,97.74033999593105,240.39717658565235,-3.713373096013982,0.7065322365837706,9737.325293452059
42.52,9739.23570882115,97.70321568361395,240.09717806416992,-3.712431231710083,0.7056507024331886,9739.725771823965
42.53,9741.633680616671,97.66610081974629,239.79717955206021,-3.7114863867658836,0.7047691683417996,9742.123250840878
42.54,9744.028652427165,97.62899543416565,239.4971810493627,-3.7105385580652057,0.7038876343098003,9744.517730502164
42.550000000000004,9746.420624252727,97.59189955674087,239.19718255611696,-3.709587742478236,0.703006100337388,9746.909210807189
42.56,9748.809596093452,97.55481321737226,238.8971840723627,-3.708633936861474,0.7021245664247606,9749.297691755322
42.57,9751.195567949433,97.51773644599167,238.59718559813984,-3.7076771380576763,0.7012430325721167,9751.683173345933
42.58,9753.578539820768,97.48066927256272,238.29718713348836,-3.706717342895806,0.7003614987796557,9754.065655578399
42.59,9755.958511707553,97.4436117270808,237.99718867844842,-3.7057545481909773,0.6994799650475775,9756.445138452093
42.6,9758.335483609884,97.40656383957337,237.6971902330603,-3.7047887507444033,0.6985984313760827,9758.821621966394
42.61,9760.709455527858,97.36952564009994,237.39719179736443,-3.7038199473433413,0.6977168977653726,9761.19510612068
42.62,9763.080427461573,97.33249715875233,237.09719337140137,-3.702848134761037,0.6968353642156493,9763.565590914335
42.63,9765.448399411125,97.29547842565476,236.79719495521186,-3.7018733097566714,0.6959538307271154,9765.933076346744
42.64,9767.813371376613,97.25846947096402,236.49719654883677,-3.7008954690753044,0.6950722972999744,9768.29756241729
42.65,9770.175343358136,97.22147032486954,236.19719815231707,-3.6999146094478204,0.6941907639344302,9770.659049125366
42.660000000000004,9772.534315355793,97.18448101759364,235.89719976569393,-3.6989307275908705,0.6933092306306877,9773.01753647036
42.67,9774.890287369682,97.14750157939157,235.59720138900863,-3.697943820206819,0.6924276973889523,9775.373024451665
42.68,9777.243259399906,97.11053204055173,235.29720302230263,-3.696953883983684,0.6915461642094302,9777.725513068675
42.69,9779.593231446563,97.07357243139577,234.9972046656175,-3.6959609155950837,0.690664631092328,9780.075002320791
42.7,9781.940203509752,97.03662278227877,234.69720631899497,-3.6949649117001755,0.6897830980378538,9782.421492207406
42.71,9784.284175589577,96.99968312358934,234.39720798247697,-3.6939658689436015,0.6889015650462155,9784.76498272793
42.72,9786.625147686138,96.96275348574979,234.09720965610552,-3.6929637839554292,0.6880200321176222,9787.105473881757
42.730000000000004,9788.963119799537,96.92583389921627,233.7972113399228,-3.6919586533510933,0.6871384992522838,9789.442965668299
42.74,9791.298091929877,96.88892439447896,233.49721303397115,-3.690950473731337,0.6862569664504106,9791.777458086963
42.75,9793.63006407726,96.85202500206213,233.1972147382931,-3.6899392416821524,0.6853754337122139,9794.108951137156
42.76,9795.95903624179,96.81513575252438,232.89721645293127,-3.6889249537747233,0.6844939010379055,9796.437444818292
42.77,9798.285008423569,96.77825667645872,232.59721817792848,-3.687907606565363,0.6836123684276982,9798.762939129785
42.78,9800.607980622703,96.74138780449277,232.29721991332767,-3.6868871965954555,0.6827308358818055,9801.085434071052
42.79,9802.927952839294,96.70452916728885,231.99722165917197,-3.6858637203913944,0.6818493034004415,9803.40492964151
42.800000000000004,9805.24492507345,96.66768079554421,231.69722341550468,-3.684837174464523,0.6809677709838209,9805.721425840582
42.81,9807.558897325274,96.63084271999111,231.39722518236923,-3.6838075553110725,0.6800862386321597,9808.034922667686
42.82,9809.869869594871,96.59401497139699,231.09722695980918,-3.682774859412099,0.6792047063456741,9810.345420122248
42.83,9812.17784188235,96.55719758056465,230.79722874786833,-3.6817390832334245,0.6783231741245814,9812.6529182037
42.84,9814.482814187817,96.5203905783324,230.49723054659057,-3.6807002232255717,0.6774416419690996,9814.957416911466
42.85,9816.784786511376,96.48359399557415,230.19723235602,-3.6796582758237033,0.6765601098794474,9817.258916244977
42.86,9819.083758853138,96.44680786319968,229.89723417620087,-3.6786132374475575,0.6756785778558443,9819.557416203668
42.87,9821.37973121321,96.41003221215466,229.59723600717757,-3.6775651045013853,0.6747970458985106,9821.852916786975
42.88,9823.6727035917,96.37326707342092,229.29723784899468,-3.676513873373886,0.6739155140076674,9824.145417994334
42.89,9825.962675988716,96.33651247801654,228.99723970169697,-3.675459540438143,0.6730339821835365,9826.434919825184
42.9,9828.24964840437,96.29976845699603,228.69724156532934,-3.6744021020515603,0.6721524504263409,9828.721422278968
42.910000000000004,9830.533620838769,96.26303504145048,228.39724343993683,-3.6733415545557953,0.6712709187363035,9831.004925355128
42.92,9832.814593292025,96.22631226250772,228.09724532556473,-3.6722778942766943,0.670389387113649,9833.285429053112
42.93,9835.092565764247,96.18960015133247,227.79724722225845,-3.6712111175242272,0.6695078555586024,9835.562933372366
42.94,9837.367538255548,96.15289873912654,227.49724913006358,-3.67014122059242,0.6686263240713893,9837.837438312343
42.95,9839.63951076604,96.11620805712894,227.1972510490259,-3.669068199759289,0.6677447926522369,9840.108943872492
42.96,9841.90848329583,96.07952813661608,226.89725297919134,-3.667992051286772,0.6668632613013723,9842.377450052269
42.97,9844.174455845037,96.04285900890187,226.597254920606,-3.666912771420664,0.665981730019024,9844.642956851128
42.980000000000004,9846.43742841377,96.00620070533796,226.29725687331617,-3.6658303563905457,0.6651001988054213,9846.905464268531
42.99,9848.697401002144,95.96955325731386,225.99725883736835,-3.6647448024097162,0.6642186676607938,9849.164972303937
43.0,9850.954373610271,95.93291669625711,225.69726081280916,-3.663656105675125,0.663337136585373,9851.421480956806
43.01,9853.208346238269,95.89629105363343,225.39726279968542,-3.6625642623673023,0.66245560557939,9853.674990226607
43.02,9855.45931888625,95.85967636094693,225.09726479804414,-3.661469268650288,0.6615740746430776,9855.925500112804
43.03,9857.707291554329,95.82307264974023,224.79726680793252,-3.6603711206715643,0.6606925437766693,9858.173010614868
43.04,9859.952264242622,95.7864799515946,224.4972688293979,-3.6592698145619815,0.6598110129803991,9860.417521732268
43.050000000000004,9862.194236951247,95.74989829813025,224.19727086248787,-3.65816534643569,0.6589294822545022,9862.659033464479
43.06,9864.43320968032,95.71332772100635,223.89727290725014,-3.657057712390067,0.6580479515992147,9864.897545810974
43.07,9866.669182429956,95.67676825192129,223.59727496373264,-3.6559469085056455,0.6571664210147734,9867.133058771233
43.08,9868.902155200276,95.64021992261283,223.2972770319835,-3.654832930846042,0.656284890501416,9869.365572344734
43.09,9871.132127991397,95.60368276485825,222.997279112051,-3.653715775457882,0.6554033600593812,9871.595086530959
43.1,9873.359100803436,95.56715681047454,222.6972812039836,-3.6525954383707284,0.6545218296889084,9873.82160132939
43.11,9875.583073636515,95.53064209131857,222.39728330783,-3.6514719155970075,0.6536402993902379,9876.045116739515
43.12,9877.804046490752,95.49413863928724,222.0972854236391,-3.6503452031319337,0.6527587691636112,9878.26563276082
43.13,9880.022019366266,95.45764648631771,221.79728755145993,-3.6492152969534355,0.6518772390092704,9880.483149392796
43.14,9882.236992263179,95.42116566438749,221.49728969134176,-3.648082193022081,0.6509957089274587,9882.697666634933
43.15,9884.448965181613,95.38469620551467,221.19729184333406,-3.6469458872810008,0.65011417891842,9884.909184486727
43.160000000000004,9886.657938121687,95.34823814175812,220.89729400748644,-3.6458063756558126,0.6492326489823993,9887.117702947675
43.17,9888.863911083525,95.31179150521757,220.59729618384875,-3.6446636540545447,0.6483511191196425,9889.323222017272
43.18,9891.06688406725,95.2753563280339,220.29729837247106,-3.6435177183675584,0.6474695893303961,9891.525741695023
43.19,9893.266857072984,95.23893264238922,219.9973005734036,-3.6423685644674704,0.6465880596149083,9893.725261980426
43.2,9895.46383010085,95.20252048050712,219.69730278669684,-3.641216188209075,0.6457065299734273,9895.921782872985
43.21,9897.657803150974,95.16611987465282,219.3973050124014,-3.6400605854292656,0.644825000406203,9898.11530437221
43.22,9899.84877622348,95.12973085713335,219.09730725056815,-3.6389017519469546,0.6439434709134858,9900.305826477608
43.230000000000004,9902.036749318493,95.09335346029772,218.79730950124815,-3.6377396835629954,0.6430619414955274,9902.493349188691
43.24,9904.221722436137,95.05698771653712,218.49731176449265,-3.636574376060101,0.6421804121525799,9904.67787250497
43.25,9906.40369557654,95.02063365828509,218.19731404035312,-3.6354058252027626,0.6412988828848971,9906.85939642596
43.26,9908.58266873983,94.98429131801772,217.89731632888126,-3.634234026737171,0.6404173536927333,9909.037920951181
43.27,9910.758641926132,94.94796072825382,217.59731863012894,-3.633058976391132,0.6395358245763437,9911.21344608015
43.28,9912.931615135572,94.91164192155507,217.29732094414828,-3.6318806698739867,0.638654295535985,9913.385971812386
43.29,9915.101588368283,94.87533493052631,216.9973232709916,-3.630699102876527,0.6377727665719142,9915.555498147414
43.300000000000004,9917.26856162439,94.8390397878156,216.6973256107114,-3.6295142710709136,0.6368912376843899,9917.722025084762
43.31,9919.432534904025,94.80275652611449,216.39732796336045,-3.62832617011059,0.6360097088736713,9919.885552623953
43.32,9921.593508207314,94.76648517815819,216.0973303289917,-3.6271347956302007,0.6351281801400188,9922.046080764518
43.33,9923.751481534391,94.73022577672573,215.7973327076583,-3.625940143245505,0.6342466514836937,9924.20360950599
43.34,9925.906454885386,94.6939783546402,215.49733509941373,-3.624742208553292,0.6333651229049586,9926.358138847903
43.35,9928.058428260429,94.65774294476888,215.19733750431155,-3.6235409871312934,0.6324835944040766,9928.50966878979
43.36,9930.207401659653,94.6215195800235,214.8973399224056,-3.6223364745380984,0.6316020659813124,9930.658199331188
43.37,9932.35337508319,94.58530829336037,214.59734235374995,-3.6211286663130657,0.6307205376369313,9932.803730471644
43.38,9934.496348531175,94.5491091177806,214.2973447983989,-3.619917557976237,0.6298390093711997,9934.946262210693
43.39,9936.636322003738,94.51292208633032,213.99734725640698,-3.618703145028246,0.6289574811843854,9937.08579454788
43.4,9938.773295501016,94.47674723210082,213.69734972782894,-3.617485422950233,0.6280759530767569,9939.222327482754
43.410000000000004,9940.907269023142,94.44058458822879,213.3973522127197,-3.6162643872037528,0.627194425048584,9941.355861014861
43.42,9943.038242570254,94.40443418789648,213.09735471113453,-3.615040033230686,0.6263128971001372,9943.486395143753
43.43,9945.166216142485,94.36829606433196,212.79735722312884,-3.6138123564531477,0.6254313692316884,9945.613929868981
43.44,9947.291189739972,94.33217025080923,212.4973597487583,-3.612581352273397,0.6245498414435106,9947.7384651901
43.45,9949.413163362853,94.29605678064848,212.1973622880788,-3.6113470160737453,0.6236683137358775,9949.860001106668
43.46,9951.532137011265,94.25995568721632,211.8973648411465,-3.610109343216462,0.6227867861090642,9951.978537618244
43.47,9953.648110685346,94.22386700392589,211.59736740801776,-3.608868329043684,0.6219052585633472,9954.094074724386
43.480000000000004,9955.761084385234,94.18779076423712,211.29736998874924,-3.607623968877321,0.6210237310990034,9956.20661242466
43.49,9957.871058111068,94.15172700165694,210.99737258339778,-3.60637625801896,0.6201422037163112,9958.316150718627
43.5,9959.97803186299,94.11567574973944,210.69737519202047,-3.6051251917497735,0.6192606764155503,9960.422689605857
43.51,9962.082005641136,94.07963704208613,210.39737781467468,-3.603870765330421,0.6183791491970011,9962.52622908592
43.52,9964.18297944565,94.04361091234613,210.097380451418,-3.602612974000954,0.6174976220609453,9964.626769158382
43.53,9966.280953276673,94.00759739421632,209.79738310230823,-3.6013518129807194,0.6166160950076659,9966.724309822823
43.54,9968.375927134348,93.97159652144164,209.4973857674035,-3.600087277468263,0.6157345680374466,9968.818851078815
43.550000000000004,9970.467901018816,93.93560832781523,209.19738844676215,-3.598819362641229,0.614853041150573,9970.910392925936
43.56,9972.55687493022,93.89963284717867,208.89739114044275,-3.597548063656263,0.6139715143473313,9972.998935363767
43.57,9974.642848868705,93.86367011342217,208.59739384850417,-3.5962733756489134,0.6130899876280089,9975.084478391887
43.58,9976.725822834414,93.82772016048484,208.2973965710055,-3.594995293733529,0.6122084609928944,9977.167022009882
43.59,9978.805796827495,93.7917830223548,207.9973993080061,-3.593713813003161,0.6113269344422777,9979.246566217338
43.6,9980.882770848091,93.75585873306952,207.69740205956558,-3.592428928529459,0.6104454079764497,9981.323111013842
43.61,9982.956744896348,93.7199473267159,207.3974048257438,-3.591140635362571,0.6095638815957029,9983.396656398983
43.62,9985.027718972415,93.68404883743058,207.0974076066009,-3.5898489285310404,0.6086823553003302,9985.467202372358
43.63,9987.095693076437,93.64816329940017,206.79741040219733,-3.5885538030417012,0.6078008290906266,9987.534748933556
43.64,9989.160667208564,93.61229074686138,206.4974132125937,-3.587255253879576,0.6069193029668878,9989.599296082177
43.65,9991.222641368942,93.5764312141013,206.19741603785096,-3.5859532760077686,0.6060377769294107,9991.660843817815
43.660000000000004,9993.281615557722,93.54058473545763,205.89741887803032,-3.584647864367361,0.6051562509784938,9993.719392140076
43.67,9995.337589775054,93.50475134531885,205.59742173319324,-3.5833390138773065,0.6042747251144366,9995.77494104856
43.68,9997.390564021089,93.46893107812451,205.29742460340148,-3.5820267194343214,0.6033931993375395,9997.827490542872
43.69,9999.440538295976,93.43312396836538,204.99742748871705,-3.580710975912779,0.6025116736481049,9999.87704062262
43.7,10001.487512599868,93.39733005058373,204.69743038920222,-3.5793917781646,0.6016301480464357,10001.923591287412
43.71,10003.531486932918,93.36154935937354,204.3974333049196,-3.5780691210191455,0.6007486225328366,10003.96714253686
43.72,10005.572461295276,93.32578192938071,204.097436235932,-3.5767429992831037,0.5998670971076134,10006.007694370575
43.730000000000004,10007.6104356871,93.2900277953033,203.79743918230258,-3.5754134077403825,0.598985571771073,10008.045246788175
43.74,10009.645410108542,93.25428699189179,203.49744214409475,-3.5740803411519964,0.5981040465235239,10010.079799789279
43.75,10011.677384559756,93.21855955394923,203.1974451213722,-3.572743794255955,0.5972225213652758,10012.111353373502
43.76,10013.706359040898,93.18284551633157,202.8974481141989,-3.57140376176715,0.5963409962966393,10014.13990754047
43.77,10015.732333552125,93.1471449139478,202.59745112263917,-3.570060238377242,0.5954594713179271,10016.165462289804
43.78,10017.755308093592,93.11145778176025,202.29745414675753,-3.5687132187545454,0.5945779464294524,10018.188017621129
43.79,10019.775282665458,93.07578415478481,201.99745718661885,-3.5673626975439134,0.5936964216315304,10020.207573534077
43.800000000000004,10021.79225726788,93.04012406809115,201.69746024228826,-3.566008669366622,0.5928148969244771,10022.224130028275
43.81,10023.806231901019,93.00447755680294,201.3974633138312,-3.564651128820254,0.5919333723086101,10024.23768710336
43.82,10025.817206565032,92.96884465609816,201.09746640131343,-3.56329007047858,0.5910518477842484,10026.248244758961
43.83,10027.825181260081,92.93322540120924,200.797469504801,-3.561925488891441,0.5901703233517123,10028.25580299472
43.84,10029.830155986325,92.8976198274234,200.49747262436023,-3.5605573785846296,0.5892887990113235,10030.26036181027
43.85,10031.832130743926,92.8620279700828,200.19747576005778,-3.5591857340597683,0.5884072747634049,10032.261921205254
43.86,10033.831105533045,92.82644986458486,199.8974789119606,-3.557810549794191,0.587525750608281,10034.260481179315
43.87,10035.827080353847,92.79088554638246,199.59748208013596,-3.5564318202408187,0.5866442265462776,10036.256041732102
43.88,10037.820055206494,92.75533505098417,199.29748526465144,-3.5550495398280395,0.585762702577722,10038.248602863256
43.89,10039.81003009115,92.71979841395458,198.9974884655749,-3.5536637029595832,0.5848811787029428,10040.23816457243
43.9,10041.79700500798,92.68427567091443,198.69749168297452,-3.5522743040143983,0.5839996549222699,10042.224726859276
