t_s,x_m,z_m,vx,vz,mach,miss_distance_m
29.01,3759.761813550165,145.2608719083696,645.3911678036736,-2.341852513385973,1.896604121741821,3762.566891835626
29.02,3766.21272548958,145.23741378271495,645.0911939414997,-2.3458125654654127,1.8957226456527256,3769.012098680759
29.03,3772.660637689173,145.21391614753708,644.791219959335,-2.349763517787212,1.8948411692297817,3775.4543261192002
29.04,3779.1055501477517,145.19037909353207,644.4912458578517,-2.3537054004997797,1.8939596924748232,3781.893574036539
29.05,3785.547462864129,145.16680271109627,644.1912716377173,-2.3576382435818872,1.89307821538967,3788.3298423192255
29.060000000000002,3791.9863758371253,145.1431870903278,643.8912972995939,-2.3615620768439394,1.892196737976129,3794.763130854561
29.07,3798.4222890655665,145.11953232102852,643.5913228441393,-2.36547692992923,1.8913152602359944,3801.193439530692
29.080000000000002,3804.8552025482863,145.09583849270535,643.2913482720061,-2.3693828323151878,1.8904337821710466,3807.620768236598
29.09,3811.285116284125,145.0721056945722,642.9913735838421,-2.373279813314608,1.8895523037830533,3814.04511686209
29.1,3817.7120302719277,145.04833401555143,642.6913987802906,-2.377167902076877,1.8886708250737703,3820.4664852977958
29.11,3824.1359445105477,145.02452354427555,642.39142386199,-2.38104712758918,1.8877893460449393,3826.8848734351577
29.12,3830.5568589988434,145.00067436908878,642.0914488295742,-2.3849175186777023,1.8869078666982908,3833.300281166423
29.13,3836.97477373568,144.9767865780487,641.7914736836725,-2.388779104008816,1.8860263870355423,3839.7127083846353
29.14,3843.3896887199294,144.95286025892779,641.4914984249095,-2.392631912090258,1.8851449070583992,3846.1221549836296
29.150000000000002,3849.8016039504682,144.92889549921506,641.1915230539055,-2.3964759712722943,1.884263426768555,3852.528620858023
29.16,3856.210519426181,144.90489238611758,640.8915475712761,-2.4003113097488766,1.8833819461676902,3858.9321059032077
29.17,3862.616435145957,144.88085100656198,640.5915719776325,-2.4041379555587867,1.8825004652574742,3865.332610015346
29.18,3869.0193511086927,144.8567714471961,640.2915962735815,-2.4079559365867698,1.8816189840395636,3871.7301330913597
29.19,3875.4192673132898,144.83265379439047,639.9916204597257,-2.4117652805646594,1.8807375025156043,3878.1246750289247
29.2,3881.8161837586563,144.80849813423976,639.6916445366633,-2.4155660150724887,1.8798560206872303,3884.5162357264658
29.21,3888.2101004437063,144.78430455256435,639.3916685049879,-2.4193581675395954,1.8789745385560637,3890.904815083148
29.22,3894.6010173673594,144.7600731349119,639.0916923652894,-2.4231417652457132,1.8780930561237148,3897.290412998869
29.23,3900.988934528541,144.73580396655868,638.7917161181532,-2.4269168353220554,1.8772115733917842,3903.6730293742544
29.240000000000002,3907.3738519261824,144.71149713251114,638.4917397641606,-2.430683404752388,1.8763300903618596,3910.052664110649
29.25,3913.7557695592213,144.6871527175074,638.1917633038886,-2.434441500374094,1.875448607035518,3916.429317110114
29.26,3920.1346874266005,144.66277080601859,637.8917867379104,-2.4381911488792234,1.8745671234143266,3922.802988275415
29.27,3926.5106055272686,144.63835148225044,637.5918100667949,-2.441932376815542,1.873685639499839,3929.1736775100208
29.28,3932.8835238601796,144.61389483014457,637.2918332911071,-2.445665210587563,1.872804155293601,3935.5413847180935
29.29,3939.2534424242936,144.58940093338,636.991856411408,-2.449389676457573,1.871922670797145,3941.906109804484
29.3,3945.620361218576,144.56486987537454,636.6918794282547,-2.4531058005466484,1.8710411860119955,3948.267852674726
29.310000000000002,3951.984280241998,144.54030173928618,636.3919023422003,-2.456813608835662,1.8701597009396638,3954.626613235028
29.32,3958.345199493536,144.5156966080145,636.091925153794,-2.46051312716628,1.8692782155816525,3960.982391392269
29.330000000000002,3964.7031189721715,144.4910545642021,635.7919478635813,-2.4642043812419527,1.8683967299394526,3967.3351870539927
29.34,3971.0580386768925,144.46637569023582,635.4919704721037,-2.467887396628893,1.8675152440145462,3973.6850001283997
29.35,3977.4099586066914,144.44166006824824,635.1919929798992,-2.471562198757048,1.8666337578084045,3980.031830524343
29.36,3983.7588787605664,144.41690778011903,634.8920153875017,-2.475228812921062,1.8657522713224886,3986.3756781513225
29.37,3990.104799137521,144.39211890747623,634.5920376954417,-2.47888726428123,1.8648707845582493,3992.716542919478
29.38,3996.447719736563,144.36729353169758,634.2920599042459,-2.4825375778644436,1.8639892975171282,3999.0544247395837
29.39,4002.7876405567076,144.34243173391192,633.9920820144372,-2.486179778565128,1.863107810200556,4005.3893235230444
29.400000000000002,4009.124561596973,144.31753359500047,633.6921040265352,-2.4898138911461705,1.8622263226099554,4011.7212391818884
29.41,4015.4584828563834,144.29259919559806,633.3921259410556,-2.493439940239842,1.8613448347467372,4018.0501716287604
29.42,4021.7894043339684,144.26762861609458,633.0921477585108,-2.497057950348709,1.860463346612305,4024.37612077692
29.43,4028.1173260287624,144.2426219366361,632.7921694794096,-2.500667945846537,1.859581858208051,4030.699086540232
29.44,4034.442247939805,144.21757923712633,632.4921911042572,-2.5042699509791895,1.8587003695353592,4037.0190688331663
29.45,4040.7641700661407,144.19250059722768,632.1922126335556,-2.507863989865514,1.8578188805956035,4043.336067570786
29.46,4047.0830924068187,144.1673860963627,631.8922340678031,-2.511450086498224,1.8569373913901486,4049.6500826687475
29.47,4053.3990149608935,144.14223581371525,631.5922554074947,-2.5150282647447733,1.8560559019203513,4055.961114043294
29.48,4059.711937727425,144.11704982823176,631.292276653122,-2.5185985483482187,1.8551744121875573,4062.2691616112484
29.490000000000002,4066.0218607054767,144.09182821862248,630.9922978051734,-2.522160960928081,1.854292922193105,4068.574225290011
29.5,4072.328783894118,144.06657106336266,630.6923188641338,-2.525715525981193,1.853411431938323,4074.8763049975514
29.51,4078.6327072924228,144.04127844069384,630.3923398304847,-2.5292622668825446,1.8525299414245306,4081.175400652409
29.52,4084.93363089947,144.015950428625,630.0923607047049,-2.5328012068861168,1.85164845065304,4087.4715121736795
29.53,4091.2315547143426,143.99058710493372,629.7923814872694,-2.5363323691257116,1.850766959625153,4093.764639481019
29.54,4097.526478736129,143.96518854716757,629.4924021786502,-2.539855776615773,1.8498854683421635,4100.054782494634
29.55,4103.818402963922,143.93975483264504,629.1924227793162,-2.5433714522522015,1.8490039768053568,4106.341941135278
29.560000000000002,4110.1073273968195,143.9142860384569,628.892443289733,-2.54687941881316,1.8481224850160098,4112.626115324244
29.57,4116.393252033923,143.8887822414673,628.5924637103632,-2.550379698959876,1.8472409929753904,4118.907304983367
29.580000000000002,4122.67617687434,143.86324351831493,628.2924840416662,-2.553872315237435,1.846359500684759,4125.185510035014
29.59,4128.956101917181,143.83766994541418,627.9925042840985,-2.5573572900755654,1.8454780081453677,4131.460730402075
29.6,4135.233027161562,143.8120615989563,627.6925244381134,-2.5608346457894204,1.8445965153584598,4137.73296600797
29.61,4141.506952606604,143.78641855491048,627.3925445041613,-2.5643044045803505,1.8437150223252707,4144.002216776637
29.62,4147.777878251431,143.76074088902513,627.0925644826895,-2.5677665885366694,1.8428335290470275,4150.268482632528
29.63,4154.045804095172,143.7350286768288,626.7925843741423,-2.5712212196344164,1.8419520355249497,4156.531763500603
29.64,4160.310730136961,143.7092819936314,626.4926041789612,-2.5746683197381075,1.8410705417602489,4162.792059306333
29.650000000000002,4166.572656375937,143.68350091452538,626.1926238975848,-2.5781079106014846,1.840189047754129,4169.049369975689
29.66,4172.831582811242,143.6576855143867,625.8926435304486,-2.5815400138682554,1.8393075535077847,4175.303695435138
29.67,4179.087509442022,143.631835867876,625.5926630779854,-2.5849646510728292,1.8384260590224053,4181.555035611644
29.68,4185.340436267428,143.6059520494396,625.2926825406252,-2.5883818436410446,1.8375445642991701,4187.803390432656
29.69,4191.590363286617,143.58003413331068,624.9927019187949,-2.591791612890892,1.8366630693392527,4194.0487598261125
29.7,4197.8372904987455,143.55408219351034,624.692721212919,-2.5951939800332307,1.8357815741438182,4200.291143720429
29.71,4204.08121790298,143.52809630384863,624.3927404234189,-2.598588966172498,1.834900078714024,4206.530542044501
29.72,4210.322145498487,143.50207653792555,624.0927595507134,-2.6019765923074147,1.8340185830510205,4212.766954727697
29.73,4216.560073284439,143.47602296913223,623.7927785952185,-2.605356879331683,1.8331370871559511,4219.000381699853
29.740000000000002,4222.795001260012,143.44993567065188,623.4927975573476,-2.6087298480346788,1.8322555910299512,4225.2308228912725
29.75,4229.026929424387,143.42381471546085,623.1928164375112,-2.6120955191021396,1.8313740946741488,4231.458278232718
29.76,4235.255857776749,143.39766017632968,622.8928352361174,-2.6154539131168453,1.8304925980896656,4237.68274765541
29.77,4241.481786316284,143.37147212582408,622.5928539535716,-2.618805050559293,1.8296111012776164,4243.904231091025
29.78,4247.704715042187,143.345250636306,622.2928725902765,-2.622148951808367,1.8287296042391075,4250.122728471686
29.79,4253.924643953653,143.31899577993457,621.9928911466321,-2.6254856371420043,1.8278481069752386,4256.338239729966
29.8,4260.141573049883,143.2927076286672,621.692909623036,-2.6288151267378526,1.8269666094871035,4262.550764798876
29.810000000000002,4266.355502330081,143.26638625426045,621.3929280198832,-2.6321374406739233,1.8260851117757888,4268.760303611872
29.82,4272.566431793457,143.24003172827116,621.0929463375662,-2.6354525989292403,1.825203613842373,4274.966856102838
29.830000000000002,4278.774361439222,143.21364412205733,620.7929645764749,-2.6387606213844825,1.8243221156879295,4281.170422206098
29.84,4284.979291266592,143.1872235067791,620.4929827369967,-2.642061527822621,1.8234406173135234,4287.371001856397
29.85,4291.181221274786,143.1607699533998,620.1930008195168,-2.645355337929552,1.8225591187202153,4293.5685949889075
29.86,4297.38015146303,143.13428353268685,619.8930188244175,-2.6486420712947223,1.8216776199090565,4299.763201539224
29.87,4303.576081830552,143.10776431521273,619.5930367520789,-2.6519217474117527,1.8207961208810939,4305.954821443358
29.88,4309.769012376581,143.08121237135595,619.2930546028787,-2.6551943856790543,1.8199146216373667,4312.143454637736
29.89,4315.958943100352,143.05462777130194,618.9930723771921,-2.6584600054004404,1.8190331221789076,4318.329101059193
29.900000000000002,4322.145874001107,143.0280105850441,618.6930900753922,-2.661718625785733,1.8181516225067442,4324.511760644976
29.91,4328.329805078085,143.00136088238457,618.3931076978494,-2.6649702659513648,1.8172701226218961,4330.691433332731
29.92,4334.510736330534,142.97467873293536,618.0931252449319,-2.6682149449209764,1.816388622525378,4336.868119060511
29.93,4340.688667757704,142.9479642061191,617.7931427170057,-2.6714526816260085,1.8155071222181973,4343.0418177667625
29.94,4346.863599358849,142.92121737117006,617.4931601144342,-2.6746834949062888,1.8146256217013557,4349.212529390329
29.95,4353.035531133224,142.89443829713494,617.1931774375788,-2.677907403510616,1.813744120975848,4355.380253870443
29.96,4359.204463080092,142.86762705287396,616.8931946867986,-2.6811244260973357,1.8128626200426647,4361.544991146728
29.97,4365.370395198716,142.8407837070616,616.5932118624503,-2.6843345812349155,1.8119811189027886,4367.706741159192
29.98,4371.533327488365,142.81390832818758,616.2932289648885,-2.6875378874025135,1.8110996175571965,4373.865503848223
29.990000000000002,4377.69325994831,142.78700098455766,615.9932459944655,-2.690734362990541,1.8102181160068602,4380.021279154592
30.0,4383.8501925778255,142.76006174429466,615.6932629515314,-2.693924026301224,1.809336614252745,4386.174067019442
30.01,4390.00412537619,142.73309067533916,615.3932798364343,-2.697106895549157,1.80845511229581,4392.3238673842925
30.02,4396.155058342685,142.70608784545053,615.09329664952,-2.7002829888618547,1.807573610137009,4398.470680191029
30.03,4402.302991476597,142.67905332220772,614.7933133911321,-2.703452324280298,1.8066921077772906,4404.614505381908
30.04,4408.447924777212,142.65198717301013,614.4933300616121,-2.706614919759476,1.8058106052175964,4410.755342899549
30.05,4414.589858243826,142.62488946507844,614.1933466612996,-2.709770793168924,1.8049291024588627,4416.893192686933
30.060000000000002,4420.728791875731,142.59776026545552,613.893363190532,-2.7129199622932565,1.8040475995020209,4423.028054687397
30.07,4426.864725672228,142.5705996410072,613.5933796496444,-2.716062444832696,1.8031660963479963,4429.159928844639
30.080000000000002,4432.997659632618,142.54340765842315,613.29339603897,-2.7191982584035994,1.8022845929977078,4435.288815102704
30.09,4439.127593756206,142.51618438421775,612.9934123588399,-2.7223274205389782,1.8014030894520705,4441.414713405989
30.1,4445.254528042302,142.48892988473085,612.6934286095835,-2.725449948689015,1.8005215857119925,4447.537623699241
30.11,4451.378462490217,142.46164422612864,612.3934447915277,-2.728565860221577,1.7996400817783775,4453.657545927547
30.12,4457.499397099267,142.43432747440443,612.0934609049978,-2.7316751724227246,1.798758577652123,4459.774480036342
30.13,4463.617331868771,142.40697969537945,611.7934769503167,-2.7347779024972145,1.7978770733341223,4465.888425971393
30.14,4469.732266798049,142.37960095470376,611.4934929278058,-2.7378740675690034,1.796995568825262,4471.999383678809
30.150000000000002,4475.844201886427,142.35219131785695,611.1935088377842,-2.7409636846817422,1.7961140641264233,4478.107353105031
30.16,4481.953137133233,142.32475085014894,610.8935246805692,-2.744046770799271,1.7952325592384846,4484.212334196831
30.17,4488.059072537798,142.29727961672089,610.5935404564761,-2.747123342806107,1.7943510541623169,4490.31432690131
30.18,4494.162008099456,142.2697776825458,610.2935561658186,-2.7501934175079294,1.7934695488987862,4496.413331165894
30.19,4500.261943817545,142.2422451124295,609.993571808908,-2.753257011632064,1.7925880434487538,4502.509346938337
30.2,4506.3588796914055,142.2146819710112,609.6935873860541,-2.756314141827956,1.7917065378130772,4508.60237416671
30.21,4512.452815720381,142.18708832276454,609.3936028975647,-2.7593648246676503,1.7908250319926062,4514.692412799403
30.22,4518.543751903819,142.15946423199807,609.0936183437459,-2.762409076646256,1.789943525988188,4520.779462785125
30.23,4524.631688241067,142.13180976285625,608.7936337249017,-2.765446914182417,1.7890620198006637,4526.863524072895
30.240000000000002,4530.716624731481,142.10412497932006,608.4936490413345,-2.7684783536187756,1.7881805134308695,4532.9445966120475
30.25,4536.798561374414,142.07640994520784,608.1936642933447,-2.7715034112224286,1.787299006879637,4539.022680352222
30.26,4542.877498169227,142.04866472417598,607.8936794812311,-2.774522103185387,1.7864175001477929,4545.097775243368
30.27,4548.95343511528,142.02088937971973,607.5936946052906,-2.7775344456250277,1.7855359932361594,4551.169881235737
30.28,4555.026372211938,141.99308397517387,607.2937096658184,-2.7805404545845422,1.7846544861455533,4557.238998279883
30.29,4561.0963094585695,141.96524857371355,606.9937246631079,-2.783540146033382,1.7837729788767869,4563.305126326661
30.3,4567.163246854544,141.93738323835487,606.6937395974508,-2.786533535867703,1.782891471430668,4569.368265327221
30.310000000000002,4573.227184399236,141.90948803195576,606.393754469137,-2.7895206399108017,1.782009963808,4575.42841523301
30.32,4579.28812209202,141.88156301721662,606.0937692784547,-2.7925014739135525,1.781128456009581,4581.485575995767
30.330000000000002,4585.346059932277,141.85360825668107,605.7937840256906,-2.795476053554841,1.780246948036205,4587.539747567524
30.34,4591.400997919388,141.82562381273664,605.4937987111293,-2.79844439444199,1.779365439888661,4593.590929900596
30.35,4597.452936052739,141.79760974761552,605.1938133350542,-2.8014065121111895,1.778483931567734,4599.639122947591
30.36,4603.501874331716,141.76956612339524,604.8938278977467,-2.804362422027915,1.7776024230742047,4605.684326661396
30.37,4609.547812755711,141.74149300199937,604.5938423994867,-2.8073121395873497,1.776720914408848,4611.726540995182
30.38,4615.590751324116,141.71339044519823,604.2938568405523,-2.8102556801148,1.7758394055724358,4617.765765902402
30.39,4621.630690036329,141.68525851460956,603.9938712212202,-2.8131930588661094,1.7749578965657353,4623.802001336781
30.400000000000002,4627.667628891746,141.65709727169929,603.6938855417653,-2.8161242910280664,1.774076387389509,4629.835247252325
30.41,4633.701567889771,141.6289067777821,603.3938998024611,-2.819049391718813,1.7731948780445148,4635.865503603312
30.42,4639.732507029807,141.60068709402222,603.0939140035791,-2.8219683759882486,1.7723133685315076,4641.8927703442905
30.43,4645.76044631126,141.57243828143405,602.7939281453897,-2.8248812588184307,1.771431858851236,4647.91704743008
30.44,4651.785385733542,141.54416040088282,602.4939422281615,-2.827788055123972,1.7705503490044467,4653.938334815767
30.45,4657.807325296064,141.5158535130853,602.1939562521616,-2.8306887797524367,1.7696688389918807,4659.956632456702
30.46,4663.826264998241,141.48751767861043,601.8939702176555,-2.8335834474847315,1.768787328814275,4665.971940308503
30.47,4669.84220483949,141.45915295788006,601.5939841249071,-2.836472073035494,1.7679058184723628,4671.984258327045
30.48,4675.855144819231,141.43075941116953,601.293997974179,-2.8393546710534805,1.7670243079668726,4677.993586468465
30.490000000000002,4681.865084936889,141.4023370986083,600.9940117657321,-2.842231256121948,1.7661427972985302,4683.999924689159
30.5,4687.872025191887,141.3738860801807,600.6940254998259,-2.845101842759035,1.7652612864680557,4690.003272945776
30.51,4693.875965583654,141.34540641572653,600.3940391767184,-2.8479664454181397,1.764379775476166,4696.003631195222
30.52,4699.876906111621,141.31689816494165,600.0940527966659,-2.8508250784882936,1.763498264323574,4702.000999394651
30.53,4705.87484677522,141.2883613873787,599.7940663599236,-2.853677756294535,1.7626167530109889,4707.995377501473
30.54,4711.869787573888,141.25979614244773,599.494079866745,-2.8565244930982767,1.7617352415391145,4713.98676547334
30.55,4717.861728507062,141.23120248941675,599.1940933173822,-2.859365303097675,1.7608537299086529,4719.9751632681555
30.560000000000002,4723.8506695741835,141.20258048741246,598.894106712086,-2.8622002004279903,1.7599722181203012,4725.960570844066
30.57,4729.836610774694,141.17393019542084,598.5941200511056,-2.8650291991619516,1.7590907061747525,4731.942988159459
30.580000000000002,4735.8195521080415,141.14525167228774,598.2941333346888,-2.8678523133101135,1.758209194072696,4737.922415172968
30.59,4741.799493573672,141.11654497671952,597.9941465630822,-2.870669556821212,1.757327681814818,4743.89885184346
30.6,4747.7764351710375,141.0878101672837,597.6941597365305,-2.873480943582519,1.7564461694018003,4749.872298130046
30.61,4753.75037689959,141.05904730240948,597.3941728552777,-2.8762864874201917,1.7555646568343208,4755.842753992068
30.62,4759.721318758786,141.03025644038848,597.0941859195659,-2.8790862020996215,1.7546831441130535,4761.810219389105
30.63,4765.689260748082,141.00143763937524,596.7941989296362,-2.881880101325781,1.7538016312386704,4767.774694280967
30.64,4771.654202866939,140.9725909573878,596.494211885728,-2.8846681987435647,1.7529201182118381,4773.736178627696
30.650000000000002,4777.61614511482,140.94371645230842,596.1942247880795,-2.8874505079381323,1.75203860503322,4779.6946723895635
30.66,4783.575087491189,140.91481418188408,595.8942376369276,-2.8902270424352454,1.751157091703476,4785.650175527067
30.67,4789.5310299955145,140.88588420372707,595.594250432508,-2.892997815701603,1.7502755782232624,4791.602688000932
30.68,4795.483972627265,140.8569265753156,595.2942631750549,-2.8957628411451766,1.7493940645932324,4797.552209772106
30.69,4801.433915385913,140.82794135399445,594.994275864801,-2.8985221321155397,1.7485125508140351,4803.4987408017605
30.7,4807.380858270933,140.7989285969754,594.6942885019781,-2.9012757019041966,1.7476310368863162,4809.442281051289
30.71,4813.3248012818,140.76988836133796,594.3943010868165,-2.90402356374491,1.746749522810717,4815.382830482302
30.72,4819.265744417996,140.74082070402983,594.0943136195453,-2.906765730814023,1.7458680085878782,4821.320389056631
30.73,4825.203687679,140.71172568186753,593.7943261003924,-2.9095022162307824,1.7449864942184339,4827.254956736322
30.740000000000002,4831.138631064296,140.68260335153695,593.4943385295841,-2.9122330330576567,1.744104979703016,4833.186533483636
30.75,4837.070574573369,140.65345376959394,593.1943509073458,-2.9149581943006537,1.743223465042254,4839.115119261048
30.76,4842.999518205708,140.62427699246484,592.8943632339015,-2.917677712909635,1.7423419502367725,4845.040714031243
30.77,4848.925461960803,140.59507307644705,592.5943755094739,-2.9203916017786296,1.7414604352871934,4850.963317757119
30.78,4854.8484058381455,140.5658420777096,592.2943877342848,-2.923099873746142,1.7405789201941353,4856.882930401782
30.79,4860.768349837231,140.53658405229365,591.9943999085543,-2.9258025415954627,1.7396974049582137,4862.799551928543
30.8,4866.685293957556,140.5072990561131,591.6944120325016,-2.9284996180549725,1.7388158895800407,4868.713182300923
30.810000000000002,4872.599238198619,140.47798714495514,591.3944241063448,-2.931191115798447,1.7379343740602247,4874.623821482644
30.82,4878.510182559922,140.44864837448068,591.0944361303004,-2.9338770474453577,1.7370528583993718,4880.531469437633
30.830000000000002,4884.418127040968,140.41928280022506,590.7944481045841,-2.9365574255611717,1.7361713425980838,4886.436126130017
30.84,4890.323071641262,140.3898904775985,590.4944600294103,-2.939232262657649,1.7352898266569605,4892.3377915241235
30.85,4896.225016360312,140.36047146188656,590.1944719049922,-2.941901571193138,1.7344083105765975,4898.23646558448
30.86,4902.123961197628,140.33102580825084,589.8944837315416,-2.9445653635728686,1.7335267943575878,4904.132148275811
30.87,4908.019906152721,140.30155357172936,589.5944955092698,-2.9472236521492423,1.7326452780005213,4910.024839563035
30.88,4913.9128512251045,140.27205480723714,589.2945072383862,-2.949876449222123,1.7317637615059847,4915.914539411267
30.89,4919.802796414296,140.24252956956676,588.9945189190997,-2.9525237670391236,1.730882244874562,4921.801247785815
30.900000000000002,4925.6897417198115,140.21297791338878,588.6945305516176,-2.955165617795889,1.730000728106833,4927.684964652177
30.91,4931.573687141173,140.1833998932524,588.3945421361464,-2.9578020136363823,1.7291192112033762,4933.565689976045
30.92,4937.454632677902,140.15379556358587,588.0945536728912,-2.9604329666531637,1.7282376941647655,4939.4434237233
30.93,4943.332578329522,140.124164978697,587.7945651620562,-2.9630584888876705,1.7273561769915728,4945.318165860006
30.94,4949.207524095561,140.0945081927737,587.4945766038445,-2.965678592330494,1.7264746596843665,4951.18991635242
30.95,4955.079469975545,140.0648252598845,587.194587998458,-2.9682932889216547,1.7255931422437123,4957.05867516698
30.96,4960.948415969006,140.03511623397898,586.8945993460976,-2.970902590550876,1.7247116246701732,4962.924442270309
30.970000000000002,4966.814362075476,140.0053811688884,586.5946106469631,-2.973506509057855,1.723830106964309,4968.787217629214
30.98,4972.677308294489,139.97562011832608,586.2946219012532,-2.976105056232533,1.7229485891266767,4974.647001210682
30.990000000000002,4978.537254625581,139.9458331358879,585.9946331091656,-2.9786982438153617,1.7220670711578299,4980.503792981883
31.0,4984.39420106829,139.91602027505294,585.694644270897,-2.9812860834975714,1.721185553058321,4986.357592910161
31.01,4990.2481476221565,139.88618158918374,585.3946553866429,-2.9838685869214325,1.7203040348286975,4992.208400963042
31.02,4996.099094286722,139.85631713152694,585.0946664565977,-2.9864457656805197,1.7194225164695052,4998.0562171082265
31.03,5001.947041061531,139.82642695521375,584.794677480955,-2.9890176313199706,1.7185409979812867,5003.901041313594
31.04,5007.791987946131,139.79651111326038,584.4946884599073,-2.9915841953367464,1.7176594793645823,5009.742873547194
31.05,5013.633934940067,139.76656965856859,584.194699393646,-2.9941454691798866,1.7167779606199303,5015.581713777251
31.060000000000002,5019.472882042891,139.7366026439261,583.8947102823616,-2.996701464250766,1.715896441747864,5021.41756197216
31.07,5025.308829254153,139.70661012200705,583.5947211262436,-2.9992521919033472,1.7150149227489158,5027.250418100488
31.080000000000002,5031.141776573409,139.6765921453726,583.2947319254803,-3.001797663444431,1.7141334036236147,5033.080282130972
31.09,5036.971724000211,139.64654876647128,582.9947426802592,-3.0043378901339093,1.7132518843724878,5038.907154032513
31.1,5042.7986715341185,139.61648003763943,582.6947533907667,-3.00687288318501,1.712370364996058,5044.7310337741865
31.11,5048.62261917469,139.58638601110178,582.3947640571882,-3.0094026537645457,1.711488845494847,5050.551921325227
31.12,5054.443566921487,139.55626673897186,582.0947746797085,-3.011927212993158,1.7106073258693737,5056.36981665504
31.13,5060.261514774073,139.5261222732524,581.794785258511,-3.0144465719455598,1.7097258061201541,5062.184719733191
31.14,5066.07646273201,139.49595266583592,581.4947957937782,-3.016960741650778,1.7088442862477007,5067.996630529407
31.150000000000002,5071.888410794867,139.465757968505,581.1948062856917,-3.0194697330923943,1.7079627662525252,5073.805549013582
31.16,5077.697358962211,139.4355382329329,580.8948167344323,-3.02197355720878,1.7070812461351355,5079.611475155764
31.17,5083.503307233613,139.40529351068398,580.5948271401797,-3.024472224893336,1.7061997258960373,5085.414408926167
31.18,5089.306255608644,139.37502385321403,580.2948375031128,-3.026965746994726,1.7053182055357343,5091.214350295159
31.19,5095.106204086878,139.34472931187085,579.9948478234095,-3.0294541343171124,1.7044366850547266,5097.011299233267
31.2,5100.903152667891,139.31440993789465,579.6948581012466,-3.0319373976203847,1.7035551644535132,5102.805255711173
31.21,5106.697101351259,139.28406578241845,579.3948683368003,-3.0344155476203927,1.7026736437325891,5108.596219699717
31.220000000000002,5112.4880501365615,139.25369689646857,579.0948785302456,-3.036888594989174,1.701792122892448,5114.384191169888
31.23,5118.275999023379,139.22330333096502,578.7948886817569,-3.039356550355182,1.7009106019335805,5120.169170092836
31.240000000000002,5124.060948011294,139.192885136722,578.4948987915074,-3.0418194243035113,1.7000290808564753,5125.951156439855
31.25,5129.842897099891,139.16244236444822,578.1949088596696,-3.044277227376121,1.6991475596616181,5131.730150182397
31.26,5135.6218462887555,139.1319750647475,577.894918886415,-3.0467299700720605,1.698266038349493,5137.506151292058
31.27,5141.397795577474,139.10148328811903,577.5949288719144,-3.0491776628476868,1.697384516920581,5143.279159740589
31.28,5147.170744965638,139.07096708495786,577.2949388163375,-3.051620316116887,1.696502995375361,5149.049175499887
31.29,5152.940694452836,139.04042650555533,576.9949487198534,-3.054057940251297,1.69562147371431,5154.816198541994
31.3,5158.707644038663,139.00986160009953,576.69495858263,-3.056490545580516,1.6947399519379016,5160.580228839099
31.310000000000002,5164.471593722711,138.9792724186756,576.3949684048346,-3.058918142392324,1.693858430046608,5166.34126636354
31.32,5170.232543504578,138.94865901126627,576.0949781866335,-3.061340740932895,1.6929769080408987,5172.099311087795
31.330000000000002,5175.99049338386,138.9180214277522,575.7949879281923,-3.06375835140701,1.6920953859212415,5177.854362984488
31.34,5181.745443360156,138.8873597179124,575.4949976296757,-3.0661709839782687,1.6912138636881011,5183.6064220263825
31.35,5187.497393433068,138.85667393142472,575.1950072912475,-3.0685786487692974,1.6903323413419402,5189.355488186387
31.36,5193.246343602199,138.8259641178661,574.8950169130708,-3.07098135586196,1.68945081888322,5195.101561437549
31.37,5198.992293867152,138.79523032671312,574.5950264953077,-3.073379115297564,1.6885692963123984,5200.844641753056
31.38,5204.735244227532,138.76447260734236,574.2950360381196,-3.0757719370770653,1.6876877736299314,5206.584729106233
31.39,5210.475194682949,138.73369100903074,573.9950455416671,-3.0781598311612743,1.6868062508362733,5212.321823470545
31.400000000000002,5216.21214523301,138.70288558095604,573.6950550061099,-3.0805428074710575,1.6859247279318756,5218.055924819591
31.41,5221.946095877326,138.67205637219715,573.3950644316069,-3.08292087588754,1.6850432049171882,5223.787033127111
31.42,5227.677046615509,138.64120343173462,573.0950738183163,-3.0852940462523057,1.6841616817926581,5229.515148366974
31.43,5233.404997447174,138.61032680845094,572.7950831663956,-3.087662328367597,1.683280158558731,5235.240270513188
31.44,5239.129948371934,138.57942655113098,572.4950924760012,-3.090025731996511,1.68239863521585,5240.962399539892
31.45,5244.851899389407,138.54850270846234,572.195101747289,-3.0923842668631982,1.681517111764456,5246.681535421359
31.46,5250.570850499211,138.51755532903582,571.895110980414,-3.094737942653056,1.6806355882049888,5252.397678131992
31.470000000000002,5256.286801700966,138.4865844613457,571.5951201755303,-3.0970867690129227,1.679754064537884,5258.1108276463265
31.48,5261.999752994294,138.45559015379018,571.2951293327915,-3.0994307555512717,1.6788725407635774,5263.820983939029
31.490000000000002,5267.709704378817,138.4245724546718,570.9951384523503,-3.1017699118384017,1.6779910168825012,5269.5281469848915
31.5,5273.416655854161,138.39353141219772,570.6951475343586,-3.104104247406627,1.6771094928950863,5275.232316758838
31.51,5279.120607419951,138.3624670744802,570.3951565789678,-3.106433771750468,1.6762279688017616,5280.933493235919
31.52,5284.821559075815,138.33137948953694,570.0951655863281,-3.108758494326836,1.6753464446029536,5286.631676391311
31.53,5290.51951082138,138.3002687052914,569.7951745565894,-3.111078424555222,1.674464920299087,5292.326866200316
